Squad,# of Players,Matches Played,Starts,Minutes,90s Played,Goals Against,Goals Against/90,Shots on Target Against,Saves,Save Percentage,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Save% (Penalty Kicks)
N/A
N/A
Aalborg,1,32,32,"2,880",32.0,45,1.41,151,112,74.2,13,6,13,11,34.4,6,6,0,0,0.0
AGF,2,32,32,"2,880",32.0,43,1.34,142,103,71.8,6,12,14,8,25.0,5,3,1,1,25.0
Brøndby,2,32,32,"2,880",32.0,41,1.28,139,105,75.5,13,9,10,6,18.8,7,7,0,0,0.0
FC Copenhagen,1,32,32,"2,880",32.0,19,0.59,90,75,82.2,20,8,4,18,56.3,4,3,1,0,25.0
Midtjylland,3,32,32,"2,880",32.0,33,1.03,127,95,74.8,20,5,7,11,34.4,1,1,0,0,0.0
Nordsjælland,4,32,32,"2,880",32.0,47,1.47,158,113,71.5,8,12,12,7,21.9,2,2,0,0,0.0
Odense,2,32,32,"2,880",32.0,46,1.44,148,104,69.6,8,14,10,4,12.5,2,1,1,0,50.0
Randers,1,32,32,"2,880",32.0,42,1.31,156,114,73.1,12,7,13,6,18.8,0,0,0,0,
Silkeborg,2,32,32,"2,880",32.0,37,1.16,121,84,70.2,13,10,9,8,25.0,1,1,0,0,0.0
SønderjyskE,2,32,32,"2,880",32.0,54,1.69,152,101,65.8,4,11,17,4,12.5,4,2,1,1,33.3
Vejle BK,3,32,32,"2,880",32.0,60,1.87,169,113,66.9,7,8,17,7,21.9,5,4,0,1,0.0
Viborg,2,32,32,"2,880",32.0,43,1.34,148,108,73.6,10,14,8,6,18.8,4,4,0,0,0.0
