Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals Against,Goals Against/90,Shots on Target Against,Saves,Save Percentage,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Save% (Penalty Kicks),Matches
Florian Müller,de GER,GK,Stuttgart,24,1997,19,19,"1,710",19.0,34,1.79,87,53,62.1,3,7,9,1,5.3,1,1,0,0,0.0,Matches
Manuel Neuer,de GER,GK,Bayern Munich,36,1986,12,12,"1,080",12.0,11,0.92,44,33,79.5,7,4,1,4,33.3,2,2,0,0,0.0,Matches
Ørjan Nyland,no NOR,GK,RB Leipzig,31,1990,2,2,180,2.0,2,1.00,5,4,60.0,2,0,0,1,50.0,0,0,0,0,,Matches
Jan Olschowsky,de GER,GK,Gladbach,20,2001,4,4,360,4.0,11,2.75,31,20,67.7,1,1,2,0,0.0,1,1,0,0,0.0,Matches
Jonas Omlin,ch SUI,GK,Gladbach,28,1994,15,15,"1,290",14.3,18,1.26,56,38,71.4,5,4,6,5,33.3,2,2,0,0,0.0,Matches
Jiří Pavlenka,cz CZE,GK,Werder Bremen,30,1992,33,33,"2,908",32.3,61,1.89,170,110,65.3,10,5,18,4,12.1,3,2,1,0,33.3,Matches
Diant Ramaj,de GER,GK,Eint Frankfurt,20,2001,1,1,90,1.0,1,1.00,5,4,80.0,0,1,0,0,0.0,0,0,0,0,,Matches
Manuel Riemann,de GER,GK,Bochum,33,1988,34,34,"3,060",34.0,72,2.12,200,128,68.0,10,5,19,5,14.7,14,8,3,3,27.3,Matches

Frederik Rønnow,dk DEN,GK,Union Berlin,29,1992,29,29,"2,610",29.0,27,0.93,119,92,81.5,16,7,6,11,37.9,5,5,0,0,0.0,Matches
Marvin Schwäbe,de GER,GK,Köln,27,1995,34,34,"3,060",34.0,54,1.59,129,77,61.2,10,12,12,6,17.6,5,4,1,0,20.0,Matches
Alexander Schwolow,de GER,GK,Schalke 04,30,1992,23,22,"2,035",22.6,58,2.57,138,80,60.9,4,4,14,2,9.1,4,4,0,0,0.0,Matches
Tobias Sippel,de GER,GK,Gladbach,34,1988,6,5,510,5.7,12,2.12,33,21,66.7,1,1,3,1,20.0,1,1,0,0,0.0,Matches
Yann Sommer,ch SUI,GK,Gladbach,33,1988,10,10,900,10.0,14,1.40,60,47,80.0,4,4,2,3,30.0,2,2,0,0,0.0,Matches
Yann Sommer,ch SUI,GK,Bayern Munich,33,1988,19,19,"1,710",19.0,25,1.32,55,30,67.3,11,4,4,5,26.3,7,7,0,0,0.0,Matches
Kevin Trapp,de GER,GK,Eint Frankfurt,32,1990,33,33,"2,970",33.0,51,1.55,130,80,62.3,13,10,10,6,18.2,2,2,0,0,0.0,Matches
Sven Ulreich,de GER,GK,Bayern Munich,33,1988,3,3,270,3.0,2,0.67,8,5,75.0,3,0,0,2,66.7,1,0,1,0,100.0,Matches
Robin Zentner,de GER,GK,Mainz 05,27,1994,26,26,"2,340",26.0,39,1.50,109,69,67.0,9,8,9,7,26.9,5,3,1,1,25.0,Matches
Michael Zetterer,de GER,GK,Werder Bremen,27,1995,2,1,152,1.7,3,1.78,14,11,78.6,0,1,0,0,0.0,0,0,0,0,,Matches
