Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals Against,Goals Against/90,Shots on Target Against,Saves,Save Percentage,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Save% (Penalty Kicks),Matches


Hendrik Bonmann,de GER,GK,Wolfsberger AC,28,1994,31,31,"2,790",31.0,49,1.58,134,88,64.9,12,6,13,8,25.8,3,2,1,0,33.3,Matches
Tino Casali,at AUT,GK,SCR Altach,26,1995,23,23,"2,070",23.0,38,1.65,108,73,67.6,6,6,11,4,17.4,3,3,0,0,0.0,Matches
Florian Faist,at AUT,GK,Hartberg,33,1989,1,0,2,0.0,0,0.00,0,0,,0,0,0,1,,0,0,0,0,,Matches
Christian Früchtl,de GER,GK,Austria Wien,22,2000,32,32,"2,835",31.5,52,1.65,142,96,67.6,11,10,11,5,15.6,6,6,0,0,0.0,Matches
Paul Gartler,at AUT,GK,Rapid Wien,25,1997,1,1,90,1.0,1,1.00,8,7,87.5,0,1,0,0,0.0,0,0,0,0,,Matches
Niklas Hedl,at AUT,GK,Rapid Wien,21,2001,31,31,"2,790",31.0,46,1.48,116,75,64.7,12,5,14,7,22.6,5,5,0,0,0.0,Matches
Ammar Helac,at AUT,GK,SC Austria Lustenau,24,1998,3,3,270,3.0,7,2.33,16,9,56.3,0,2,1,0,0.0,0,0,0,0,,Matches
Andreas Jungdal,dk DEN,GK,SCR Altach,20,2002,6,6,540,6.0,10,1.67,25,15,60.0,0,2,4,1,16.7,0,0,0,0,,Matches
Marco Knaller,at AUT,GK,SK Austria Klagenfurt,35,1987,2,2,180,2.0,6,3.00,18,12,66.7,0,0,2,0,0.0,0,0,0,0,,Matches
Philipp Köhn,ch SUI,GK,RB Salzburg,24,1998,32,31,"2,847",31.6,21,0.66,90,71,78.9,22,8,1,16,51.6,3,2,0,1,0.0,Matches
Mirko Kos,at AUT,GK,Austria Wien,25,1997,1,0,45,0.5,0,0.00,2,2,100.0,0,0,0,1,,0,0,0,0,,Matches
Tobias Lawal,at AUT,GK,LASK,22,2000,7,7,630,7.0,9,1.29,25,16,64.0,3,2,2,1,14.3,1,0,0,1,,Matches
Phillip Menzel,de GER,GK,SK Austria Klagenfurt,23,1998,30,30,"2,700",30.0,57,1.90,141,92,63.8,11,5,14,4,13.3,8,6,2,0,25.0,Matches
Jakob Odehnal,at AUT,GK,SCR Altach,20,2001,3,3,270,3.0,5,1.67,13,8,61.5,0,2,1,1,33.3,0,0,0,0,,Matches
Arthur Okonkwo,eng ENG,GK,Sturm Graz,20,2001,15,15,"1,350",15.0,18,1.20,48,31,64.6,10,0,5,4,26.7,1,1,0,0,0.0,Matches
Ferdinand Oswald,de GER,GK,WSG Tirol,31,1990,27,27,"2,430",27.0,47,1.74,137,94,68.6,8,6,13,4,14.8,4,4,0,0,0.0,Matches
Benjamin Ozegovic,at AUT,GK,WSG Tirol,22,1999,5,5,450,5.0,6,1.20,11,6,54.5,2,2,1,1,20.0,1,1,0,0,0.0,Matches
Samuel Şahin-Radlinger,at AUT,GK,Ried,29,1992,26,26,"2,340",26.0,42,1.62,130,91,69.2,3,9,14,3,11.5,3,2,1,0,33.3,Matches
Raphael Sallinger,at AUT,GK,Hartberg,26,1995,20,20,"1,798",20.0,27,1.35,84,61,72.6,7,5,8,6,30.0,4,4,0,0,0.0,Matches
Domenik Schierl,at AUT,GK,SC Austria Lustenau,28,1994,29,29,"2,610",29.0,47,1.62,136,95,69.9,11,8,10,7,24.1,6,6,0,0,0.0,Matches
Alexander Schlager,at AUT,GK,LASK,26,1996,25,25,"2,250",25.0,29,1.16,112,85,75.9,11,10,4,4,16.0,2,2,0,0,0.0,Matches
Tobias Schützenauer,at AUT,GK,Sturm Graz,25,1997,1,1,90,1.0,0,0.00,1,1,100.0,0,1,0,1,100.0,0,0,0,0,,Matches
Jörg Siebenhandl,at AUT,GK,Sturm Graz,32,1990,16,16,"1,440",16.0,11,0.69,39,30,74.4,10,5,1,6,37.5,2,1,1,0,50.0,Matches
David Skubl,at AUT,GK,Wolfsberger AC,20,2001,1,1,90,1.0,2,2.00,5,3,60.0,0,0,1,0,0.0,0,0,0,0,,Matches
René Swete,at AUT,GK,Hartberg,32,1990,12,12,"1,080",12.0,29,2.42,70,43,61.4,2,1,9,1,8.3,3,2,0,1,0.0,Matches

Alexander Walke,de GER,GK,RB Salzburg,39,1983,1,1,33,0.4,1,2.73,1,0,0.0,1,0,0,0,0.0,0,0,0,0,,Matches
Jonas Wendlinger,at AUT,GK,Ried,22,2000,6,6,540,6.0,8,1.33,24,16,66.7,1,2,3,1,16.7,0,0,0,0,,Matches
