Player,Nation,Position,Squad,Age,Year of birth,90s Played,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Passes Blocked,Interceptions,Tkl+Int,Clearances,Errors,Matches
Ibrahim Amadou,fr FRA,"DF,MF",Angers,29,1993,4.7,10,7,6,3,1,7,11,63.6,4,7,3,4,10,20,20,0,Matches
Ayoub Amraoui,ma MAR,"DF,FW",Nice,18,2004,3.3,6,5,3,3,0,2,5,40.0,3,1,0,1,4,10,4,0,Matches
Benjamin André,fr FRA,MF,Lille,31,1990,32.4,128,74,51,60,17,65,121,53.7,56,50,8,42,47,175,60,0,Matches
Komnen Andrić,rs SRB,FW,Clermont Foot,27,1995,16.1,13,5,2,7,4,2,15,13.3,13,8,1,7,8,21,13,0,Matches
Houssem Aouar,dz ALG,MF,Lyon,24,1998,5.8,12,5,5,5,2,3,9,33.3,6,12,2,10,8,20,3,0,Matches
Adil Aouchiche,fr FRA,MF,Lorient,20,2002,2.8,5,2,3,1,1,1,9,11.1,8,1,0,1,4,9,1,0,Matches

Dennis Appiah,fr FRA,"DF,MF",Nantes,30,1992,8.8,21,11,14,7,0,10,27,37.0,17,13,5,8,10,31,16,0,Matches
Stredair Appuah,fr FRA,"DF,MF",Nantes,18,2004,0.7,2,1,0,2,0,0,0,,0,2,0,2,1,3,0,0,Matches
Taïryk Arconte,fr FRA,FW,Brest,18,2003,1.4,1,1,0,0,1,0,3,0.0,3,1,0,1,0,1,2,0,Matches
Mohamed El Arouch,fr FRA,MF,Lyon,18,2004,0.0,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,Matches
Lorenz Assignon,tg TOG,DF,Rennes,22,2000,2.9,6,2,4,2,0,2,4,50.0,2,6,0,6,2,8,9,0,Matches
Youcef Atal,dz ALG,"DF,MF",Nice,26,1996,8.7,38,22,18,15,5,23,32,71.9,9,9,0,9,14,52,13,0,Matches
Valentin Atangana Edoa,fr FRA,MF,Reims,16,2005,1.9,8,3,4,2,2,3,6,50.0,3,2,1,1,0,8,1,0,Matches
Mathias Autret,fr FRA,"MF,FW",Auxerre,31,1991,14.3,22,10,10,10,2,7,16,43.8,9,14,2,12,12,34,13,0,Matches
Cédric Avinel,gp GLP,DF,Ajaccio,35,1986,19.9,13,7,8,5,0,8,12,66.7,4,20,13,7,15,28,91,1,Matches
Loïc Bade,fr FRA,DF,Rennes,22,2000,1.0,1,1,1,0,0,0,0,,0,0,0,0,1,2,3,0,Matches
Benoît Badiashile,fr FRA,DF,Monaco,21,2001,9.3,10,8,6,4,0,5,10,50.0,5,9,6,3,17,27,40,1,Matches
Eric Bailly,ci CIV,DF,Marseille,28,1994,6.0,13,10,6,6,1,7,7,100.0,0,15,12,3,12,25,18,1,Matches
Dénys Bain,fr FRA,DF,Auxerre,29,1993,1.4,4,3,3,1,0,1,2,50.0,1,2,1,1,2,6,4,0,Matches
Brandon Baiye,be BEL,MF,Clermont Foot,21,2000,0.6,3,2,2,1,0,2,3,66.7,1,1,0,1,1,4,3,0,Matches
Cédric Bakambu,cd COD,MF,Marseille,31,1991,0.7,2,1,2,0,0,2,2,100.0,0,0,0,0,0,2,0,0,Matches
Thierno Balde,fr FRA,"DF,MF",Troyes,20,2002,23.9,27,14,19,4,4,18,30,60.0,12,15,3,12,23,50,39,0,Matches
Carlos Baleba,cm CMR,MF,Lille,18,2004,5.3,13,11,2,9,2,9,14,64.3,5,13,3,10,1,14,3,2,Matches
Leonardo Balerdi,ar ARG,DF,Marseille,23,1999,29.3,57,37,43,12,2,32,45,71.1,13,48,29,19,63,120,91,1,Matches
Folarin Balogun,us USA,FW,Reims,21,2001,33.3,9,5,1,5,3,2,20,10.0,18,20,1,19,3,12,15,0,Matches
Abdoulaye Bamba,ci CIV,DF,Angers,32,1990,15.2,22,12,15,5,2,16,19,84.2,3,7,3,4,18,40,38,0,Matches
Jonathan Bamba,ci CIV,FW,Lille,26,1996,30.9,37,17,12,14,11,14,45,31.1,31,36,1,35,22,59,14,0,Matches
Bradley Barcola,fr FRA,"FW,MF",Lyon,19,2002,16.0,25,16,8,10,7,8,39,20.5,31,29,0,29,19,44,10,0,Matches
Melvin Bard,fr FRA,DF,Nice,21,2000,27.3,96,60,61,29,6,59,89,66.3,30,35,4,31,64,160,40,1,Matches
Ross Barkley,eng ENG,"MF,FW",Nice,28,1993,10.7,16,9,7,4,5,7,13,53.8,6,7,2,5,8,24,6,0,Matches
Mickaël Barreto,fr FRA,MF,Ajaccio,31,1991,14.7,32,20,12,17,3,8,45,17.8,37,17,0,17,18,50,11,0,Matches

Cyrille Bayala,bf BFA,MF,Ajaccio,26,1996,22.3,53,37,16,20,17,23,48,47.9,25,20,3,17,25,78,21,0,Matches
Yanis Begraoui,ma MAR,"FW,MF",Toulouse,21,2001,0.7,2,0,1,0,1,1,2,50.0,1,0,0,0,1,3,0,0,Matches
Alexis Beka Beka,fr FRA,"MF,DF",Nice,21,2001,6.1,16,5,6,9,1,4,15,26.7,11,9,1,8,12,28,6,0,Matches
Jérémie Bela,ao ANG,"DF,MF",Clermont Foot,29,1993,8.3,6,4,2,1,3,3,4,75.0,1,10,1,9,9,15,8,0,Matches
Reda Belahyane,fr FRA,MF,Nice,18,2004,2.0,8,6,5,3,0,3,5,60.0,2,5,1,4,2,10,0,0,Matches
Youcef Belaïli,dz ALG,"MF,FW",Ajaccio,30,1992,12.8,18,10,3,9,6,8,20,40.0,12,10,1,9,5,23,4,0,Matches
Youcef Belaïli,dz ALG,"FW,MF",Brest,30,1992,4.0,5,2,3,2,0,2,7,28.6,5,2,0,2,1,6,1,0,Matches
Haris Belkebla,dz ALG,MF,Brest,28,1994,29.5,80,48,35,40,5,44,85,51.8,41,32,6,26,52,132,21,3,Matches
Jean-Ricner Bellegarde,fr FRA,"MF,FW",Strasbourg,24,1998,26.9,47,25,15,21,11,11,25,44.0,14,26,3,23,26,73,22,0,Matches
Jeanuël Belocian,fr FRA,DF,Rennes,17,2005,5.6,10,7,3,5,2,5,9,55.6,4,6,3,3,6,16,11,0,Matches
Eliesse Ben Seghir,ma MAR,"FW,MF",Monaco,17,2005,11.7,18,10,4,12,2,4,12,33.3,8,18,1,17,4,22,1,0,Matches
Salim Ben Seghir,fr FRA,MF,Marseille,19,2003,0.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
Wissam Ben Yedder,fr FRA,FW,Monaco,31,1990,23.5,16,9,2,5,9,4,13,30.8,9,15,0,15,4,20,0,0,Matches
Nabil Bentaleb,dz ALG,MF,Angers,27,1994,27.7,74,40,31,35,8,36,61,59.0,25,33,11,22,44,118,29,3,Matches
Patrick Berg,no NOR,"MF,FW",Lens,24,1997,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,Matches
Mitchell van Bergen,nl NED,"FW,DF",Reims,22,1999,10.1,18,8,6,7,5,8,20,40.0,12,8,2,6,6,24,11,0,Matches
Quentin Bernard,fr FRA,DF,Auxerre,33,1989,7.0,9,7,4,2,3,7,15,46.7,8,9,1,8,15,24,17,0,Matches
Paul Bernardoni,fr FRA,GK,Angers,25,1997,27.0,2,0,2,0,0,2,3,66.7,1,1,0,1,1,3,12,1,Matches
Juan Bernat,es ESP,"DF,MF",Paris S-G,29,1993,18.3,32,16,18,9,5,21,39,53.8,18,11,2,9,9,41,22,1,Matches
Jason Berthomier,fr FRA,MF,Clermont Foot,32,1990,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
El Bilal Touré,ml MLI,FW,Reims,20,2001,1.0,0,0,0,0,0,0,0,,0,2,0,2,0,0,1,0,Matches
Jean-Claude Billong,cm CMR,MF,Clermont Foot,28,1993,0.3,0,0,0,0,0,0,0,,0,1,1,0,1,1,0,0,Matches
Veljko Birmančević,rs SRB,"FW,MF",Toulouse,24,1998,4.9,13,7,5,4,4,7,21,33.3,14,12,2,10,7,20,1,0,Matches
Marco Bizot,nl NED,GK,Brest,31,1991,37.0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,24,4,Matches
Rubén Blanco,es ESP,GK,Marseille,27,1995,5.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches

Ludovic Blas,fr FRA,"MF,FW",Nantes,24,1997,31.3,47,30,17,19,11,17,49,34.7,32,26,1,25,19,66,8,0,Matches
Miha Blažič,si SVN,DF,Angers,29,1993,22.0,8,6,8,0,0,7,15,46.7,8,25,19,6,22,30,80,1,Matches
Joaquín Blázquez,ar ARG,GK,Brest,21,2001,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
Myron Boadu,nl NED,FW,Monaco,21,2001,3.3,3,3,0,2,1,1,7,14.3,6,1,0,1,0,3,1,0,Matches
Jérôme Boateng,de GER,DF,Lyon,33,1988,4.8,3,0,2,1,0,2,6,33.3,4,8,5,3,6,9,16,0,Matches
Antonin Bobichon,fr FRA,MF,Angers,26,1995,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
Quentin Boisgard,fr FRA,MF,Lorient,25,1997,2.0,6,2,1,4,1,3,4,75.0,1,3,1,2,4,10,2,0,Matches
Neto Borges,br BRA,DF,Clermont Foot,25,1996,31.5,75,45,45,20,10,46,75,61.3,29,45,11,34,41,116,62,1,Matches
Kenji-Van Boto,mg MAD,DF,Auxerre,26,1996,2.0,3,2,2,0,1,2,4,50.0,2,0,0,0,1,4,3,0,Matches
Kouamé Botué,bf BFA,"FW,MF",Ajaccio,19,2002,2.5,4,2,2,1,1,0,2,0.0,2,1,0,1,0,4,1,0,Matches
Badredine Bouanani,dz ALG,"FW,MF",Nice,17,2004,9.6,13,9,2,7,4,7,14,50.0,7,4,0,4,1,14,2,0,Matches
Hicham Boudaoui,dz ALG,MF,Nice,22,1999,20.8,67,32,31,30,6,35,53,66.0,18,34,5,29,36,103,16,0,Matches
Franci Bouebari,fr FRA,DF,Strasbourg,18,2003,0.8,3,0,1,2,0,3,5,60.0,2,0,0,0,2,5,2,0,Matches
Sofiane Boufal,ma MAR,"FW,MF",Angers,28,1993,9.3,14,9,7,4,3,3,14,21.4,11,6,0,6,5,19,1,0,Matches
Ismaël Boura,km COM,"DF,FW",Lens,21,2000,1.0,6,4,4,2,0,5,6,83.3,1,2,1,1,2,8,3,0,Matches
Benjamin Bourigeaud,fr FRA,"MF,FW",Rennes,28,1994,34.1,45,29,16,23,6,21,65,32.3,44,38,3,35,31,76,32,0,Matches
Bilal Brahimi,dz ALG,"FW,MF",Nice,22,2000,8.9,8,5,2,5,1,1,7,14.3,6,4,0,4,4,12,0,0,Matches
Lilian Brassier,fr FRA,DF,Brest,22,1999,34.4,42,30,31,8,3,23,32,71.9,9,42,19,23,53,95,132,1,Matches
Andreas Bruus,dk DEN,"DF,FW",Troyes,23,1999,18.1,12,6,9,3,0,8,20,40.0,12,13,2,11,17,29,24,0,Matches
Joe Bryan,eng ENG,"MF,DF",Nice,28,1993,2.0,5,4,3,2,0,4,4,100.0,0,2,0,2,1,6,1,0,Matches
Adam Buksa,pl POL,"FW,MF",Lens,26,1996,1.1,1,0,0,0,1,0,3,0.0,3,0,0,0,0,1,0,0,Matches
Maxime Busi,be BEL,DF,Reims,22,1999,11.6,21,16,9,11,1,13,29,44.8,16,14,6,8,14,35,24,0,Matches
Marcin Bułka,pl POL,GK,Nice,22,1999,2.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,Matches
Rémy Cabella,fr FRA,"MF,FW",Lille,32,1990,28.1,64,37,21,28,15,29,64,45.3,35,41,5,36,17,81,7,1,Matches
Jimmy Cabot,fr FRA,"DF,MF",Lens,28,1994,5.7,20,12,10,8,2,12,26,46.2,14,5,0,5,4,24,12,0,Matches

Jens Cajuste,se SWE,MF,Reims,22,1999,17.0,46,25,25,14,7,25,48,52.1,23,30,6,24,18,64,22,0,Matches
Duje Ćaleta-Car,hr CRO,DF,Marseille,25,1996,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Mahdi Camara,fr FRA,MF,Brest,24,1998,20.2,63,36,18,38,7,25,43,58.1,18,35,4,31,40,103,16,0,Matches
Mohamed Camara,ml MLI,MF,Monaco,22,2000,24.4,83,45,38,39,6,48,92,52.2,44,45,6,39,27,110,14,1,Matches
Ousmane Camara,gn GUI,"FW,MF",Auxerre,20,2001,0.3,1,1,0,0,1,0,0,,0,0,0,0,0,1,0,0,Matches
Ousmane Camara,fr FRA,DF,Angers,19,2003,5.8,10,6,5,5,0,5,12,41.7,7,4,2,2,11,21,15,0,Matches
Axel Camblan,fr FRA,"FW,MF",Brest,18,2003,0.8,2,2,1,1,0,0,1,0.0,1,0,0,0,0,2,0,0,Matches
Pierrick Capelle,fr FRA,"MF,DF",Angers,35,1987,15.9,36,21,17,15,4,22,55,40.0,33,24,3,21,15,51,24,0,Matches
Maxence Caqueret,fr FRA,MF,Lyon,22,2000,30.7,87,54,27,38,22,43,109,39.4,66,45,3,42,39,126,27,0,Matches
Irvin Cardona,fr FRA,"FW,MF",Brest,24,1997,2.6,2,0,1,1,0,0,3,0.0,3,3,0,3,2,4,2,0,Matches
Igor Carioca,br BRA,DF,Lorient,25,1996,5.1,18,11,12,2,4,12,21,57.1,9,7,0,7,5,23,17,0,Matches
Matis Carvalho,pt POR,GK,Montpellier,23,1999,1.5,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
Jean-Charles Castelletto,cm CMR,DF,Nantes,27,1995,28.5,43,26,29,12,2,22,36,61.1,14,35,22,13,58,101,90,0,Matches
Yoann Cathline,fr FRA,"FW,MF",Lorient,20,2002,12.1,19,12,7,6,6,5,12,41.7,7,10,1,9,8,27,16,1,Matches
Maximiliano Caufriez,be BEL,DF,Clermont Foot,25,1997,24.7,40,24,31,8,1,20,28,71.4,8,33,18,15,34,74,70,0,Matches
Fabien Centonze,fr FRA,DF,Nantes,26,1996,18.8,58,37,30,22,6,30,42,71.4,12,24,7,17,44,102,55,1,Matches
Florian Chabrolle,fr FRA,MF,Ajaccio,24,1998,3.7,6,4,1,5,0,2,4,50.0,2,3,0,3,7,13,2,0,Matches
El Chadaille Bitshiabu,fr FRA,DF,Paris S-G,17,2005,6.5,10,7,7,2,1,3,12,25.0,9,9,7,2,9,19,13,3,Matches
Fares Chaïbi,dz ALG,"FW,MF",Toulouse,19,2002,26.0,31,18,8,15,8,17,50,34.0,33,38,5,33,19,50,36,1,Matches
Muhammed Cham,at AUT,MF,Clermont Foot,21,2000,21.9,30,15,15,4,11,13,35,37.1,22,13,0,13,7,37,5,0,Matches
Gaëtan Charbonnier,fr FRA,"FW,MF",Auxerre,33,1988,2.8,2,1,0,2,0,0,4,0.0,4,2,0,2,0,2,5,0,Matches
Brendan Chardonnet,fr FRA,DF,Brest,27,1994,27.7,45,27,27,18,0,20,38,52.6,18,40,19,21,63,108,86,1,Matches
Xavier Chavalerin,fr FRA,MF,Troyes,31,1991,27.0,82,50,39,30,13,27,71,38.0,44,31,8,23,41,123,24,0,Matches
Ivane Chegra,fr FRA,"MF,FW",Ajaccio,18,2004,2.1,8,3,6,1,1,4,11,36.4,7,0,0,0,1,9,0,0,Matches
Rayan Cherki,fr FRA,"MF,FW",Lyon,18,2003,20.8,14,8,2,5,7,8,23,34.8,15,6,0,6,5,19,1,0,Matches

Ilyes Cheti,dz ALG,DF,Angers,27,1995,2.3,6,4,4,0,2,5,8,62.5,3,5,1,4,4,10,7,0,Matches
Lucas Chevalier,fr FRA,GK,Lille,20,2001,32.0,2,1,2,0,0,2,2,100.0,0,1,0,1,2,4,7,2,Matches
Pedro Chirivella,es ESP,MF,Nantes,25,1997,22.5,33,22,12,15,6,17,44,38.6,27,24,1,23,20,53,7,0,Matches
Joris Chotard,fr FRA,MF,Montpellier,20,2001,27.3,64,34,37,23,4,40,78,51.3,38,40,11,29,40,104,42,1,Matches
Yanis Cimignani,fr FRA,"MF,DF",Ajaccio,20,2002,3.1,11,5,3,7,1,4,5,80.0,1,5,1,4,2,13,2,0,Matches
Souleymane Cissé,fr FRA,DF,Clermont Foot,19,2002,0.4,1,1,1,0,0,1,1,100.0,0,1,1,0,1,2,2,0,Matches
Alexis Claude-Maurice,fr FRA,FW,Nice,24,1998,0.7,3,2,2,1,0,3,3,100.0,0,0,0,0,2,5,1,0,Matches
Alexis Claude-Maurice,fr FRA,"MF,FW",Lens,24,1998,6.7,14,9,5,8,1,6,16,37.5,10,6,0,6,2,16,1,0,Matches
Jonathan Clauss,fr FRA,DF,Marseille,29,1992,28.8,46,28,21,16,9,23,52,44.2,29,29,4,25,31,77,40,2,Matches
Marcus Coco,fr FRA,"FW,MF",Nantes,26,1996,7.1,24,15,11,9,4,11,23,47.8,12,13,3,10,14,38,7,0,Matches
Alexandre Coeff,fr FRA,DF,Auxerre,30,1992,6.5,10,5,6,4,0,4,9,44.4,5,9,4,5,8,18,35,1,Matches
Abdu Conté,pt POR,DF,Troyes,24,1998,14.6,25,17,14,8,3,12,22,54.5,10,13,6,7,6,31,25,0,Matches
Sébastien Corchia,fr FRA,DF,Nantes,31,1990,8.7,16,6,10,2,4,11,22,50.0,11,9,3,6,14,30,21,0,Matches
David Costa,pt POR,"MF,FW",Lens,21,2001,15.6,13,7,1,10,2,7,19,36.8,12,19,1,18,11,24,6,0,Matches
Logan Costa,cv CPV,DF,Toulouse,21,2001,4.6,9,4,7,1,1,6,9,66.7,3,6,3,3,4,13,12,0,Matches
Nuno da Costa,cv CPV,"FW,MF",Auxerre,31,1991,22.3,45,23,14,23,8,11,46,23.9,35,21,1,20,20,65,15,0,Matches
Benoît Costil,fr FRA,GK,Auxerre,35,1987,19.0,2,0,2,0,0,2,4,50.0,2,0,0,0,0,2,5,0,Matches
Mathieu Coutadeur,fr FRA,MF,Ajaccio,36,1986,21.6,23,13,13,10,0,8,28,28.6,20,19,3,16,19,42,21,0,Matches
Nicolas Cozza,fr FRA,DF,Montpellier,23,1999,14.2,38,21,27,9,2,26,38,68.4,12,11,5,6,21,59,35,1,Matches
Damien Da Silva,fr FRA,DF,Lyon,34,1988,3.8,8,7,5,3,0,3,3,100.0,0,4,3,1,5,13,12,0,Matches
Andréa Dacourt,fr FRA,MF,Nice,17,2005,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Colin Dagba,fr FRA,"DF,MF",Strasbourg,23,1998,10.6,32,20,17,10,5,19,26,73.1,7,18,2,16,17,49,19,0,Matches
Thijs Dallinga,nl NED,FW,Toulouse,21,2000,26.1,8,6,2,2,4,1,13,7.7,12,17,3,14,3,11,20,0,Matches
Flavius Daniliuc,at AUT,DF,Nice,21,2001,1.0,2,0,2,0,0,1,1,100.0,0,4,1,3,0,2,1,0,Matches
Kévin Danois,fr FRA,MF,Auxerre,18,2004,0.0,1,1,0,1,0,0,0,,0,0,0,0,1,2,0,0,Matches

Kevin Danso,at AUT,DF,Lens,23,1998,35.9,37,19,25,11,1,19,30,63.3,11,48,34,14,33,70,124,0,Matches
Dante,br BRA,DF,Nice,38,1983,36.7,70,40,45,21,4,36,59,61.0,23,52,31,21,47,117,125,2,Matches
Achraf Dari,ma MAR,DF,Brest,23,1999,14.6,21,14,15,5,1,14,20,70.0,6,16,10,6,19,40,65,2,Matches
Jonathan David,ca CAN,FW,Lille,22,2000,35.2,24,17,6,11,7,10,27,37.0,17,20,2,18,8,32,13,0,Matches
Thibault De Smet,be BEL,DF,Reims,24,1998,19.5,24,17,10,14,0,11,37,29.7,26,28,5,23,20,44,40,1,Matches
Brecht Dejaegere,be BEL,MF,Toulouse,31,1991,20.1,40,23,10,20,10,15,51,29.4,36,25,5,20,14,54,11,0,Matches
Romain Del Castillo,fr FRA,"MF,FW",Brest,26,1996,15.8,39,24,13,17,9,16,36,44.4,20,14,1,13,11,50,5,0,Matches
Thomas Delaine,fr FRA,"DF,MF",Strasbourg,30,1992,11.9,28,14,16,6,6,13,26,50.0,13,8,3,5,16,44,9,0,Matches
Sacha Delaye,fr FRA,"FW,MF",Montpellier,20,2002,0.2,1,0,0,0,1,1,1,100.0,0,0,0,0,0,1,0,0,Matches
Andy Delort,dz ALG,FW,Nice,30,1991,8.7,2,0,1,1,0,1,2,50.0,1,0,0,0,1,3,7,0,Matches
Andy Delort,dz ALG,FW,Nantes,30,1991,5.2,5,4,1,2,2,2,6,33.3,4,3,0,3,0,5,2,0,Matches
Karamoko Dembélé,eng ENG,"FW,MF",Brest,19,2003,2.0,2,0,1,1,0,2,2,100.0,0,1,0,1,1,3,0,0,Matches
Moussa Dembélé,fr FRA,"FW,MF",Lyon,26,1996,9.7,8,4,3,3,2,4,7,57.1,3,5,0,5,2,10,6,0,Matches
Siriki Dembélé,ci CIV,"MF,FW",Auxerre,25,1996,4.1,10,6,4,3,3,4,12,33.3,8,2,0,2,1,11,2,0,Matches
Branco van den Boomen,nl NED,MF,Toulouse,27,1995,32.1,71,36,26,32,13,36,89,40.4,53,27,4,23,10,81,27,2,Matches
Rémy Descamps,fr FRA,GK,Nantes,26,1996,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Mikkel Desler,dk DEN,DF,Toulouse,27,1995,25.1,71,38,36,27,8,43,67,64.2,24,35,6,29,36,107,48,2,Matches
Mamadou Diakhon,fr FRA,FW,Reims,16,2005,0.2,2,0,2,0,0,0,1,0.0,1,1,0,1,1,3,0,0,Matches
Bafodé Diakité,fr FRA,DF,Lille,21,2001,29.5,54,35,23,24,7,32,57,56.1,25,37,8,29,17,71,58,0,Matches
Ibrahim Diakité,gn GUI,DF,Reims,18,2003,1.5,3,3,3,0,0,2,3,66.7,1,0,0,0,5,8,6,0,Matches
Baila Diallo,fr FRA,"DF,MF",Clermont Foot,21,2001,1.0,1,0,1,0,0,0,0,,0,1,1,0,0,1,1,0,Matches
Habib Diallo,sn SEN,FW,Strasbourg,27,1995,32.0,18,10,8,7,3,6,16,37.5,10,19,4,15,12,30,26,0,Matches
Ismael Diallo,ci CIV,DF,Ajaccio,25,1997,24.2,46,33,35,9,2,35,63,55.6,28,26,12,14,30,76,46,1,Matches
Habib Diarra,sn SEN,"MF,FW",Strasbourg,18,2004,18.1,24,16,10,11,3,15,29,51.7,14,17,1,16,11,35,13,0,Matches
Moussa Diarra,ml MLI,DF,Toulouse,21,2000,13.6,20,9,9,9,2,9,15,60.0,6,25,10,15,19,39,27,1,Matches

Stéphane Diarra,fr FRA,"FW,MF",Lorient,23,1998,11.8,25,17,14,9,2,11,29,37.9,18,13,1,12,22,47,9,0,Matches
Krépin Diatta,sn SEN,"MF,FW",Monaco,23,1999,23.0,30,21,4,17,9,13,32,40.6,19,29,1,28,17,47,12,0,Matches
Mory Diaw,sn SEN,GK,Clermont Foot,29,1993,37.0,0,0,0,0,0,0,4,0.0,4,0,0,0,2,2,13,5,Matches
Bamba Dieng,sn SEN,"FW,MF",Marseille,22,2000,2.2,4,4,2,1,1,3,4,75.0,1,5,1,4,0,4,0,0,Matches
Bamba Dieng,sn SEN,FW,Lorient,22,2000,8.3,19,10,5,12,2,3,11,27.3,8,6,0,6,2,21,6,0,Matches
Tristan Dingomé,cm CMR,MF,Troyes,31,1991,1.1,1,1,0,1,0,0,2,0.0,2,0,0,0,0,1,0,0,Matches
Sinaly Diomande,ci CIV,DF,Lyon,21,2001,21.7,42,24,26,15,1,31,49,63.3,18,26,13,13,49,91,75,1,Matches
Lois Diony,fr FRA,FW,Angers,29,1992,5.6,1,0,0,1,0,1,3,33.3,2,2,0,2,0,1,1,0,Matches
Edan Diop,fr FRA,"DF,FW",Monaco,17,2004,2.5,13,8,3,3,7,7,15,46.7,8,7,1,6,4,17,1,0,Matches
Sofiane Diop,fr FRA,"MF,FW",Nice,22,2000,13.6,23,11,12,6,5,7,20,35.0,13,14,2,12,16,39,5,0,Matches
Sofiane Diop,fr FRA,MF,Monaco,22,2000,0.7,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
Yehvann Diouf,fr FRA,GK,Reims,22,1999,31.0,2,0,2,0,0,1,3,33.3,2,0,0,0,1,3,13,5,Matches
Axel Disasi,fr FRA,DF,Monaco,24,1998,37.0,30,20,13,13,4,13,27,48.1,14,51,31,20,56,86,112,2,Matches
Tiago Djaló,pt POR,DF,Lille,22,2000,22.4,31,21,23,7,1,13,20,65.0,7,17,11,6,23,54,60,1,Matches
Alexander Djiku,gh GHA,DF,Strasbourg,27,1994,29.7,53,36,37,16,0,26,46,56.5,20,45,19,26,66,119,151,3,Matches
