Player,Nation,Position,Squad,Age,Year of birth,90s Played,Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Passes Blocked,Interceptions,Tkl+Int,Clearances,Errors,Matches
Cheick Doucouré,ml MLI,MF,Lens,21,2000,32.7,75,43,34,34,7,35,79,44.3,44,30,7,23,68,143,24,0,Matches
Fodé Doucouré,ml MLI,"DF,FW",Reims,20,2001,1.7,12,9,9,3,0,9,11,81.8,2,1,0,1,4,16,6,0,Matches
Ismaël Doukouré,fr FRA,DF,Strasbourg,18,2003,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Kamory Doumbia,ml MLI,"MF,FW",Reims,18,2003,3.9,8,2,2,5,1,5,13,38.5,8,9,3,6,3,11,3,0,Matches
Moussa Doumbia,ml MLI,FW,Reims,26,1994,1.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
Souleyman Doumbia,ci CIV,"DF,FW",Angers,24,1996,24.7,30,20,16,9,5,13,27,48.1,14,25,4,21,39,69,51,0,Matches
Julian Draxler,de GER,"FW,MF",Paris S-G,27,1993,6.1,3,2,0,3,0,0,4,0.0,4,3,0,3,5,8,3,0,Matches
Matthieu Dreyer,fr FRA,GK,Lorient,32,1989,16.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,9,0,Matches
Leo Dubois,fr FRA,DF,Lyon,26,1994,19.4,43,27,22,14,7,27,46,58.7,19,27,3,24,22,65,35,1,Matches
Jean-Kevin Duverne,ht HAI,DF,Brest,24,1997,33.4,71,44,43,21,7,42,90,46.7,48,40,5,35,53,124,92,0,Matches

Enzo Ebosse,cm CMR,DF,Angers,22,1999,21.0,25,14,19,6,0,11,19,57.9,8,19,9,10,15,40,42,0,Matches
Hugo Ekitike,fr FRA,FW,Reims,19,2002,14.1,18,10,8,6,4,4,11,36.4,7,9,2,7,6,24,15,0,Matches
Alberth Elis,hn HON,"FW,MF",Bordeaux,25,1996,15.7,19,10,5,5,9,11,25,44.0,14,9,0,9,7,26,10,0,Matches
Renaud Emond,be BEL,"FW,MF",Nantes,29,1991,2.1,1,0,0,1,0,0,4,0.0,4,2,1,1,0,1,1,0,Matches
Maxime Estève,fr FRA,DF,Montpellier,19,2002,20.6,27,18,22,4,1,15,27,55.6,12,31,24,7,22,49,69,1,Matches
Fábio,br BRA,DF,Nantes,31,1990,18.5,61,40,31,23,7,36,74,48.6,38,29,7,22,35,96,31,1,Matches
Cesc Fàbregas,es ESP,MF,Monaco,34,1987,0.4,1,0,0,1,0,1,1,100.0,0,0,0,0,1,2,0,0,Matches
Wout Faes,be BEL,DF,Reims,23,1998,37.0,40,24,30,9,1,25,33,75.8,8,47,37,10,53,93,169,2,Matches
Romain Faivre,fr FRA,"FW,MF",Lyon,23,1998,9.9,10,4,2,6,2,4,13,30.8,9,4,0,4,3,13,2,0,Matches
Romain Faivre,fr FRA,MF,Brest,23,1998,19.9,30,18,12,13,5,12,30,40.0,18,11,0,11,13,43,10,0,Matches
Wuilker Faríñez,ve VEN,GK,Lens,23,1998,12.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,Matches
Noah Fatar,fr FRA,"DF,MF",Angers,19,2002,0.1,1,0,0,0,1,0,1,0.0,1,0,0,0,1,2,0,0,Matches
Julien Faussurier,fr FRA,"MF,DF",Brest,34,1987,5.4,10,6,3,3,4,6,13,46.2,7,12,1,11,5,15,6,0,Matches
Jordan Ferri,fr FRA,MF,Montpellier,29,1992,32.3,55,35,28,23,4,29,87,33.3,58,21,5,16,30,85,35,0,Matches
Karol Fila,pl POL,DF,Strasbourg,23,1998,6.2,10,8,5,4,1,4,8,50.0,4,7,2,5,4,14,6,0,Matches
Alexis Flips,fr FRA,"MF,DF",Reims,21,2000,11.7,37,21,21,9,7,22,45,48.9,23,21,0,21,24,61,17,0,Matches
Mamadou Fofana,ml MLI,DF,Metz,23,1998,0.4,1,1,0,1,0,1,2,50.0,1,2,1,1,1,2,2,0,Matches
Seko Fofana,ci CIV,MF,Lens,26,1995,37.3,27,19,11,13,3,12,58,20.7,46,24,2,22,26,53,17,1,Matches
Youssouf Fofana,fr FRA,MF,Monaco,22,1999,24.3,69,43,19,41,9,29,56,51.8,27,29,7,22,32,101,22,2,Matches
Thomas Foket,be BEL,"DF,FW",Reims,26,1994,24.8,28,19,12,13,3,18,40,45.0,22,26,4,22,33,61,35,0,Matches
Thomas Fontaine,mg MAD,DF,Lorient,30,1991,1.9,2,0,1,0,1,0,1,0.0,1,3,3,0,2,4,4,0,Matches
José Fonte,pt POR,DF,Lille,37,1983,38.0,23,12,14,7,2,11,25,44.0,14,39,32,7,44,67,159,1,Matches
Steven Fortes,cv CPV,DF,Lens,29,1992,1.0,2,0,2,0,0,1,2,50.0,1,2,1,1,0,2,4,0,Matches
Przemysław Frankowski,pl POL,DF,Lens,26,1995,27.2,57,39,22,27,8,36,74,48.6,38,27,0,27,28,85,52,0,Matches
Fransérgio,br BRA,MF,Bordeaux,30,1990,14.0,24,10,8,12,4,12,43,27.9,31,18,6,12,23,47,23,0,Matches

Angelo Fulgini,fr FRA,"MF,FW",Angers,24,1996,32.5,35,25,8,18,9,14,44,31.8,30,21,5,16,22,57,5,1,Matches
Gauthier Gallon,fr FRA,GK,Troyes,28,1993,31.0,3,0,3,0,0,1,1,100.0,0,0,0,0,2,5,12,1,Matches
Kévin Gameiro,fr FRA,FW,Strasbourg,34,1987,26.5,19,10,5,9,5,6,18,33.3,12,22,1,21,6,25,1,0,Matches
Idrissa Gana Gueye,sn SEN,MF,Paris S-G,31,1989,18.2,60,36,24,24,12,18,44,40.9,26,23,4,19,24,84,13,0,Matches
Ignatius Ganago,cm CMR,FW,Lens,22,1999,11.4,3,2,1,2,0,2,6,33.3,4,4,0,4,2,5,3,0,Matches
Djeidi Gassama,fr FRA,FW,Paris S-G,17,2003,0.0,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,Matches
Johan Gastien,fr FRA,MF,Clermont Foot,33,1988,30.5,56,34,26,25,5,27,74,36.5,47,45,11,34,53,109,49,1,Matches
Valère Germain,fr FRA,FW,Montpellier,31,1990,21.9,23,14,6,11,6,8,31,25.8,23,13,1,12,9,32,27,0,Matches
Gerson,br BRA,"MF,FW",Marseille,24,1997,28.3,42,17,16,20,6,8,35,22.9,27,26,4,22,16,58,16,2,Matches
Willem Geubbels,fr FRA,"FW,MF",Nantes,19,2001,6.0,8,5,4,2,2,5,12,41.7,7,5,0,5,6,14,5,0,Matches
Ismaël Gharbi,es ESP,FW,Paris S-G,17,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Lamine Ghezali,fr FRA,DF,Saint-Étienne,22,1999,0.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
Nicholas Gioacchini,us USA,"FW,MF",Montpellier,21,2000,5.5,7,5,3,2,2,4,10,40.0,6,8,0,8,4,11,5,0,Matches
Jimmy Giraudon,fr FRA,DF,Troyes,29,1992,18.0,14,6,10,4,0,7,22,31.8,15,24,14,10,37,51,68,1,Matches
Andrei Girotto,br BRA,"DF,MF",Nantes,29,1992,35.0,85,52,49,32,4,52,103,50.5,51,67,33,34,69,154,143,0,Matches
Aleksandr Golovin,ru RUS,"FW,MF",Monaco,25,1996,16.7,40,22,10,18,12,18,41,43.9,23,26,1,25,12,52,8,0,Matches
Angel Gomes,eng ENG,"MF,FW",Lille,20,2000,10.6,23,13,6,12,5,10,15,66.7,5,4,0,4,3,26,4,0,Matches
Alfred Gomis,sn SEN,GK,Rennes,27,1993,25.0,1,0,1,0,0,1,2,50.0,1,0,0,0,1,2,8,2,Matches
Vagner Gonçalves,cv CPV,FW,Metz,25,1996,1.0,2,1,0,2,0,1,1,100.0,0,0,0,0,1,3,0,0,Matches
Álvaro González,es ESP,DF,Marseille,31,1990,5.0,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,9,0,Matches
Amine Gouiri,dz ALG,"FW,MF",Nice,21,2000,30.6,22,13,2,13,7,10,32,31.3,22,22,5,17,11,33,17,1,Matches
Lucas Gourna-Douath,fr FRA,MF,Saint-Étienne,17,2003,20.0,45,26,22,18,5,21,36,58.3,15,22,3,19,13,58,9,2,Matches
Jonathan Gradit,fr FRA,DF,Lens,28,1992,34.1,60,28,24,28,8,25,45,55.6,20,39,27,12,65,125,106,0,Matches
Andrew Gravillon,gp GLP,DF,Reims,23,1998,23.7,32,24,19,13,0,17,27,63.0,10,25,15,10,33,65,83,1,Matches
Adrian Grbić,at AUT,"FW,MF",Lorient,24,1996,5.8,2,1,0,2,0,2,6,33.3,4,3,1,2,0,2,7,0,Matches

Ivo Grbić,hr CRO,GK,Lille,25,1996,21.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,14,1,Matches
Etienne Green,eng ENG,GK,Saint-Étienne,21,2000,13.3,1,1,1,0,0,0,0,,0,0,0,0,1,2,9,0,Matches
Gabriel Gudmundsson,se SWE,"DF,MF",Lille,22,1999,14.9,43,31,24,16,3,17,35,48.6,18,15,3,12,20,63,13,0,Matches
Noah Guede-Nadje,fr FRA,MF,Angers,17,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Mattéo Guendouzi,fr FRA,MF,Marseille,22,1999,35.0,45,30,10,26,9,13,47,27.7,34,15,1,14,16,61,18,0,Matches
Yanis Guermouche,fr FRA,"MF,FW",Montpellier,20,2001,0.1,2,1,0,1,1,1,1,100.0,0,0,0,0,0,2,0,0,Matches
Evann Guessand,ci CIV,FW,Nice,20,2001,4.9,9,8,2,5,2,3,8,37.5,5,4,0,4,0,9,1,0,Matches
Lamine Gueye,sn SEN,"FW,MF",Metz,23,1998,6.2,5,5,1,1,3,3,7,42.9,4,4,0,4,6,11,1,0,Matches
Pape Gueye,sn SEN,MF,Marseille,22,1999,17.0,38,19,15,22,1,16,31,51.6,15,15,3,12,24,62,16,0,Matches
Josuha Guilavogui,fr FRA,"MF,DF",Bordeaux,30,1990,14.8,39,16,18,17,4,14,29,48.3,15,16,8,8,36,75,23,0,Matches
Frederic Guilbert,fr FRA,DF,Strasbourg,26,1994,28.0,69,39,33,24,12,32,62,51.6,30,37,11,26,55,124,39,0,Matches
Bruno Guimarães,br BRA,MF,Lyon,23,1997,18.2,50,31,20,25,5,23,59,39.0,36,21,4,17,21,71,11,1,Matches
Serhou Guirassy,gn GUI,FW,Rennes,25,1996,11.3,4,2,1,2,1,1,7,14.3,6,4,0,4,1,5,8,0,Matches
Malo Gusto,fr FRA,DF,Lyon,18,2003,20.9,55,35,29,21,5,24,40,60.0,16,21,6,15,33,88,41,1,Matches
Massadio Haïdara,ml MLI,DF,Lens,28,1992,12.0,28,21,18,7,3,15,24,62.5,9,18,4,14,22,50,31,0,Matches
Oualid El Hajjam,ma MAR,DF,Troyes,30,1991,11.9,22,11,12,6,4,15,23,65.2,8,12,6,6,22,44,28,0,Matches
Achraf Hakimi,ma MAR,DF,Paris S-G,22,1998,27.5,74,51,38,27,9,40,72,55.6,32,26,5,21,28,102,23,2,Matches
Pierre-Yves Hamel,fr FRA,"FW,MF",Lorient,27,1994,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,0,0,Matches
Pierre-Yves Hamel,fr FRA,FW,Clermont Foot,27,1994,5.8,11,6,0,5,6,5,6,83.3,1,2,1,1,0,11,0,0,Matches
Romain Hamouma,fr FRA,"FW,MF",Saint-Étienne,34,1987,9.8,10,7,1,5,4,2,13,15.4,11,8,0,8,4,14,1,0,Matches
Amine Harit,ma MAR,"FW,MF",Marseille,24,1997,12.9,18,11,9,9,0,9,17,52.9,8,10,0,10,4,22,2,0,Matches
Henrique,br BRA,DF,Lyon,27,1994,12.3,13,7,10,1,2,5,16,31.3,11,13,1,12,22,35,14,0,Matches
Luis Henrique,br BRA,"FW,MF",Marseille,19,2001,7.8,4,3,2,1,1,2,5,40.0,3,2,0,2,5,9,1,0,Matches
Christophe Hérelle,mq MTQ,DF,Brest,28,1992,21.5,48,28,30,16,2,17,26,65.4,9,20,15,5,44,92,84,1,Matches
Jérôme Hergault,fr FRA,DF,Lorient,35,1986,3.9,3,1,1,2,0,2,5,40.0,3,4,1,3,4,7,7,0,Matches

Ander Herrera,es ESP,MF,Paris S-G,31,1989,12.1,29,17,7,16,6,14,39,35.9,25,22,8,14,14,43,8,0,Matches
Franck Honorat,fr FRA,"FW,MF",Brest,24,1996,32.2,54,38,25,13,16,27,47,57.4,20,24,2,22,15,69,25,0,Matches
Fraser Hornby,sct SCO,"FW,MF",Reims,21,1999,3.9,3,1,1,2,0,0,2,0.0,2,3,0,3,4,7,5,0,Matches
Cédric Hountondji,bj BEN,DF,Clermont Foot,27,1994,22.6,33,17,20,12,1,16,24,66.7,8,23,12,11,34,67,76,0,Matches
Suk Hyun-jun,kr KOR,"FW,MF",Troyes,30,1991,1.7,0,0,0,0,0,0,0,,0,2,0,2,0,0,2,0,Matches
Mauro Icardi,ar ARG,FW,Paris S-G,28,1993,11.4,5,3,1,3,1,3,7,42.9,4,3,0,3,5,10,12,0,Matches
Jonathan Iglesias,uy URU,MF,Clermont Foot,32,1988,6.4,18,11,6,10,2,10,18,55.6,8,8,2,6,5,23,2,1,Matches
Juan Ignacio Ramírez,uy URU,FW,Saint-Étienne,24,1997,1.4,2,1,0,1,1,0,0,,0,0,0,0,0,2,0,0,Matches
Danylo Ihnatenko,ua UKR,MF,Bordeaux,24,1997,7.7,17,9,8,7,2,10,24,41.7,14,9,2,7,6,23,17,1,Matches
Jonathan Ikone,fr FRA,"MF,FW",Lille,23,1998,11.8,11,3,6,4,1,4,11,36.4,7,13,1,12,5,16,4,0,Matches
Bonke Innocent,ng NGA,MF,Lorient,25,1996,9.7,27,16,10,16,1,11,26,42.3,15,11,3,8,16,43,14,0,Matches
Wilson Isidor,fr FRA,"FW,MF",Monaco,20,2000,0.6,0,0,0,0,0,0,4,0.0,4,1,0,1,0,0,0,0,Matches
Ismail Jakobs,sn SEN,"DF,FW",Monaco,21,1999,13.4,32,16,14,15,3,16,35,45.7,19,16,1,15,17,49,31,0,Matches
Marin Jakoliš,hr CRO,FW,Angers,24,1996,2.5,2,1,0,1,1,0,6,0.0,6,0,0,0,1,3,0,0,Matches
Abdel Jalil Medioub,dz ALG,DF,Bordeaux,23,1997,6.9,9,5,5,3,1,3,4,75.0,1,8,4,4,12,21,34,0,Matches
Léo Jardim,br BRA,GK,Lille,26,1995,17.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,10,0,Matches
Corentin Jean,fr FRA,"FW,MF",Lens,26,1995,2.8,9,6,4,4,1,3,6,50.0,3,5,0,5,1,10,0,0,Matches
Jemerson,br BRA,DF,Metz,28,1992,13.4,37,25,30,7,0,18,26,69.2,8,23,8,15,25,62,33,1,Matches
Moritz Jenz,de GER,DF,Lorient,22,1999,15.3,26,12,18,6,2,11,24,45.8,13,19,11,8,28,54,55,0,Matches
Lenny Joseph,fr FRA,"FW,MF",Metz,20,2000,1.7,2,1,1,1,0,0,0,,0,3,0,3,0,2,0,0,Matches
Issa Kaboré,bf BFA,"DF,MF",Troyes,20,2001,25.0,45,22,22,14,9,20,38,52.6,18,27,2,25,20,65,38,1,Matches
Tino Kadewere,zw ZIM,FW,Lyon,25,1996,5.6,7,5,2,2,3,4,13,30.8,9,7,0,7,4,11,1,1,Matches
Gaël Kakuta,cd COD,"MF,FW",Lens,30,1991,18.6,22,14,2,13,7,4,20,20.0,16,10,0,10,4,26,3,0,Matches
Arnaud Kalimuendo,fr FRA,FW,Lens,19,2002,23.9,9,8,1,3,5,2,7,28.6,5,6,1,5,8,17,0,0,Matches
Arnaud Kalimuendo,fr FRA,FW,Paris S-G,19,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches

Samuel Kalu,ng NGA,"FW,MF",Bordeaux,23,1997,3.6,8,5,3,4,1,2,5,40.0,3,2,0,2,3,11,1,0,Matches
Boubacar Kamara,fr FRA,"MF,DF",Marseille,21,1999,30.9,68,38,27,36,5,26,47,55.3,21,29,10,19,46,114,44,1,Matches
Hassane Kamara,ci CIV,"MF,DF",Nice,27,1994,6.0,13,10,4,6,3,5,8,62.5,3,10,2,8,9,22,4,0,Matches
Jean-Armel Kana-Biyik,cm CMR,DF,Metz,32,1989,7.4,10,6,8,2,0,4,9,44.4,5,11,4,7,16,26,22,1,Matches
Nordine Kandil,fr FRA,"MF,FW",Strasbourg,19,2001,1.0,2,1,2,0,0,1,1,100.0,0,1,1,0,0,2,0,0,Matches
Eiji Kawashima,jp JPN,GK,Strasbourg,38,1983,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Ilan Kebbal,dz ALG,"MF,FW",Reims,23,1998,19.7,31,15,13,10,8,12,44,27.3,32,16,0,16,13,44,3,0,Matches
Thilo Kehrer,de GER,DF,Paris S-G,24,1996,16.8,21,14,9,11,1,9,21,42.9,12,19,11,8,24,45,29,0,Matches
Habib Keita,ml MLI,"MF,FW",Lyon,19,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Saîf-Eddine Khaoui,tn TUN,"MF,FW",Clermont Foot,26,1995,10.3,19,10,5,10,4,9,18,50.0,9,9,0,9,14,33,5,0,Matches
Wahbi Khazri,tn TUN,"FW,MF",Saint-Étienne,30,1991,24.7,33,18,7,17,9,9,34,26.5,25,21,0,21,12,45,7,0,Matches
Presnel Kimpembe,fr FRA,DF,Paris S-G,25,1995,28.6,34,19,18,15,1,14,23,60.9,9,20,14,6,38,72,73,1,Matches
Thibault Klidje,tg TOG,"MF,FW",Bordeaux,20,2001,1.0,0,0,0,0,0,0,1,0.0,1,1,1,0,2,2,0,0,Matches
Justin Kluivert,nl NED,MF,Nice,22,1999,20.8,19,9,6,12,1,5,21,23.8,16,13,1,12,14,33,6,0,Matches
Samuel Koeberlé,fr FRA,FW,Reims,16,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Philippe Koffi,ci CIV,FW,Reims,19,2002,4.2,4,0,0,3,1,0,2,0.0,2,2,1,1,3,7,3,0,Matches
Sead Kolašinac,ba BIH,DF,Marseille,28,1993,4.9,7,6,2,3,2,5,8,62.5,3,4,0,4,0,7,7,1,Matches
Randal Kolo Muani,fr FRA,"FW,MF",Nantes,22,1998,32.8,28,14,7,10,11,10,25,40.0,15,14,3,11,6,34,31,0,Matches
Timothée Kolodziejczak,fr FRA,DF,Saint-Étienne,29,1991,28.5,43,24,22,14,7,20,36,55.6,16,29,7,22,60,103,72,1,Matches
Ghislain Konan,ci CIV,DF,Reims,25,1995,26.9,35,19,19,15,1,16,30,53.3,14,35,8,27,28,63,45,0,Matches
Ibrahima Koné,ml MLI,FW,Lorient,22,1999,8.1,7,4,0,3,4,2,3,66.7,1,8,3,5,1,8,3,0,Matches
Youssouf Koné,ml MLI,DF,Troyes,26,1995,10.9,30,18,21,8,1,19,30,63.3,11,8,3,5,10,40,25,0,Matches
Laurent Koscielny,fr FRA,DF,Bordeaux,35,1985,10.4,14,9,10,3,1,8,13,61.5,5,17,12,5,12,26,39,0,Matches
Rominigue Kouamé,ml MLI,MF,Troyes,24,1996,33.0,47,22,24,20,3,19,58,32.8,39,33,5,28,46,93,22,2,Matches
Boubakar Kouyaté,ml MLI,DF,Metz,24,1997,29.6,84,50,56,28,0,48,77,62.3,29,63,33,30,79,163,217,3,Matches

Jean-Philippe Krasso,ci CIV,FW,Saint-Étienne,24,1997,5.0,7,5,0,5,2,2,10,20.0,8,7,1,6,0,7,1,0,Matches
Mykola Kukharevych,ua UKR,FW,Troyes,20,2001,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Enock Kwateng,fr FRA,DF,Bordeaux,24,1997,22.2,54,35,31,19,4,33,72,45.8,39,17,4,13,43,97,48,1,Matches
Grejohn Kyei,fr FRA,FW,Clermont Foot,25,1995,4.4,3,2,1,1,1,0,6,0.0,6,6,0,6,0,3,1,0,Matches
Gaëtan Laborde,fr FRA,FW,Montpellier,27,1994,3.8,2,2,1,1,0,2,4,50.0,2,3,0,3,5,7,5,0,Matches
Gaëtan Laborde,fr FRA,FW,Rennes,27,1994,30.3,19,7,5,8,6,3,22,13.6,19,29,3,26,8,27,16,0,Matches
Tom Lacoux,fr FRA,"DF,MF",Bordeaux,19,2002,10.1,18,13,11,5,2,9,24,37.5,15,14,4,10,9,27,20,1,Matches
Lenny Lacroix,fr FRA,DF,Metz,18,2003,2.2,9,7,8,1,0,5,8,62.5,3,5,1,4,10,19,5,0,Matches
Alban Lafont,fr FRA,GK,Nantes,22,1999,38.0,3,3,3,0,0,3,8,37.5,5,1,0,1,1,4,25,2,Matches
Mohamed Lamine Bayo,gn GUI,FW,Clermont Foot,23,1998,26.8,12,5,4,3,5,3,24,12.5,21,7,1,6,7,19,14,0,Matches
Didier Lamkel Zé,cm CMR,FW,Metz,24,1996,6.7,3,1,1,0,2,1,3,33.3,2,3,1,2,1,4,7,0,Matches
Julien Laporte,fr FRA,DF,Lorient,27,1993,32.1,63,45,35,26,2,32,64,50.0,32,37,22,15,54,117,174,0,Matches
Yasser Larouci,dz ALG,DF,Troyes,20,2001,3.8,6,5,2,4,0,3,3,100.0,0,1,0,1,7,13,5,0,Matches
Paul Lasne,fr FRA,MF,Brest,32,1989,9.4,26,12,6,16,4,8,18,44.4,10,11,2,9,24,50,10,0,Matches
Armand Lauriente,fr FRA,"FW,MF",Lorient,22,1998,27.5,33,18,9,16,8,11,30,36.7,19,27,2,25,15,48,3,0,Matches
Théo Le Bris,fr FRA,MF,Lorient,18,2002,0.7,2,1,1,1,0,1,2,50.0,1,2,0,2,0,2,1,0,Matches
Jérémy Le Douaron,fr FRA,"FW,MF",Brest,23,1998,16.1,11,5,4,4,3,1,17,5.9,16,15,0,15,4,15,14,0,Matches
Enzo Le Fée,fr FRA,"MF,FW",Lorient,21,2000,24.4,70,44,25,36,9,41,90,45.6,49,25,1,24,29,99,18,0,Matches
Vincent Le Goff,fr FRA,DF,Lorient,31,1989,34.0,61,38,38,19,4,37,62,59.7,25,18,3,15,37,98,50,0,Matches
Maxime Le Marchand,fr FRA,DF,Strasbourg,31,1989,9.6,17,8,16,1,0,8,10,80.0,2,9,5,4,14,31,32,0,Matches
Jean-Louis Leca,fr FRA,GK,Lens,35,1985,25.7,0,0,0,0,0,0,0,,0,1,0,1,1,1,11,1,Matches
Félix Lemaréchal,fr FRA,MF,Monaco,17,2003,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
Mario Lemina,ga GAB,MF,Nice,27,1993,21.9,62,35,25,33,4,28,38,73.7,10,32,9,23,48,110,37,0,Matches
Fabien Lemoine,fr FRA,MF,Lorient,34,1987,12.4,35,22,20,14,1,17,41,41.5,24,21,4,17,14,49,24,1,Matches
Léo Leroy,fr FRA,MF,Montpellier,21,2000,7.0,31,21,17,11,3,12,34,35.3,22,20,4,16,8,39,8,0,Matches

Alexandre Letellier,fr FRA,GK,Paris S-G,30,1990,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Yanis Lhery,fr FRA,"FW,MF",Saint-Étienne,18,2003,0.8,0,0,0,0,0,0,0,,0,4,0,4,0,0,0,0,Matches
Dimitri Liénard,fr FRA,"DF,MF",Strasbourg,33,1988,22.7,71,43,40,21,10,46,77,59.7,31,12,0,12,21,92,28,0,Matches
Isaac Lihadji,fr FRA,"MF,FW",Lille,19,2002,2.6,3,3,1,1,1,1,5,20.0,4,1,0,1,2,5,0,0,Matches
Pol Lirola,es ESP,"DF,FW",Marseille,23,1997,19.7,28,16,15,9,4,13,28,46.4,15,15,0,15,13,41,22,0,Matches
Bradley Locko,fr FRA,"MF,DF",Reims,19,2002,11.2,28,19,13,11,4,14,24,58.3,10,20,8,12,14,42,15,0,Matches
Anthony Lopes,pt POR,GK,Lyon,30,1990,33.1,0,0,0,0,0,0,0,,0,0,0,0,3,3,12,3,Matches
Pau López,es ESP,GK,Marseille,26,1994,29.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,12,1,Matches
Dion Lopy,sn SEN,MF,Reims,19,2002,18.2,53,29,22,24,7,21,53,39.6,32,20,4,16,22,75,17,0,Matches
Samuel Loric,fr FRA,DF,Lorient,21,2000,3.0,7,5,2,3,2,5,8,62.5,3,2,0,2,5,12,9,0,Matches
Jordan Lotomba,ch SUI,DF,Nice,22,1998,19.8,33,17,21,9,3,16,30,53.3,14,17,4,13,12,45,28,0,Matches
Johaneko Louisjean,fr FRA,DF,Bordeaux,17,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Jean Lucas,br BRA,MF,Monaco,23,1998,16.1,43,25,14,24,5,17,40,42.5,23,15,5,10,13,56,4,1,Matches
Castello Lukeba,fr FRA,DF,Lyon,18,2002,23.3,34,19,27,7,0,15,23,65.2,8,18,9,9,38,72,64,2,Matches
Levi Lumeka,eng ENG,"DF,FW",Troyes,22,1998,0.7,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,2,0,Matches
Yannis M'Bemba,ga GAB,"DF,FW",Nantes,20,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Deiver Machado,co COL,"DF,MF",Lens,27,1993,5.8,16,14,11,1,4,12,14,85.7,2,9,1,8,3,19,12,1,Matches
Yvann Macon,fr FRA,DF,Saint-Étienne,22,1998,17.0,41,22,24,14,3,16,42,38.1,26,18,4,14,18,59,27,0,Matches
Louis Mafouta,cf CTA,FW,Metz,27,1994,5.8,0,0,0,0,0,0,5,0.0,5,1,0,1,0,0,4,0,Matches
Hugo Magnetti,fr FRA,MF,Brest,23,1998,16.3,50,34,27,20,3,22,50,44.0,28,14,3,11,25,75,13,0,Matches
Yohann Magnin,fr FRA,"MF,DF",Clermont Foot,24,1997,19.1,53,31,22,26,5,24,42,57.1,18,17,7,10,20,73,36,0,Matches
Habib Maïga,ci CIV,MF,Metz,25,1996,14.1,47,28,29,13,5,24,48,50.0,24,20,7,13,14,61,18,0,Matches
Josh Maja,ng NGA,FW,Bordeaux,22,1998,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
Abdul Majeed Waris,gh GHA,"FW,MF",Strasbourg,29,1991,3.6,5,3,2,3,0,5,10,50.0,5,2,0,2,0,5,1,0,Matches
Lovro Majer,hr CRO,"MF,FW",Rennes,23,1998,20.4,32,21,9,14,9,11,42,26.2,31,26,2,24,11,43,9,0,Matches

Béni Makouana,cg CGO,"FW,MF",Montpellier,18,2002,3.6,2,2,0,0,2,0,1,0.0,1,1,0,1,3,5,2,0,Matches
Hianga Mananga Mbock,fr FRA,MF,Brest,21,1999,8.9,18,12,8,7,3,9,21,42.9,12,5,2,3,5,23,6,0,Matches
Vincent Manceau,fr FRA,DF,Angers,32,1989,26.2,32,19,18,13,1,14,37,37.8,23,23,6,17,32,64,72,0,Matches
Steve Mandanda,fr FRA,GK,Marseille,36,1985,9.0,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,4,1,Matches
Reinildo Mandava,mz MOZ,DF,Lille,27,1994,16.9,43,23,29,11,3,32,51,62.7,19,13,4,9,37,80,55,0,Matches
Anthony Mandrea,dz ALG,GK,Angers,24,1996,10.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,9,0,Matches
Eliaquim Mangala,fr FRA,DF,Saint-Étienne,30,1991,13.1,17,12,12,5,0,8,12,66.7,4,11,8,3,17,34,61,1,Matches
