player,nation,position,squad,age,year_of_birth,matches_played,starts,minutes,90s_played,goals_against,goals_against/90,shots_on_target_against,saves,save_percentage,wins,draws,losses,clean_sheets,clean_sheet_percentage,penalty_kicks_attempted,penalty_kicks_allowed,penalty_kicks_saved,penalty_kicks_missed,save%_(penalty_kicks),league,season
Michael Verrips,NED,GK,Fortuna Sittard,24,1996,2,2,180,2.0,4.0,2.0,10.0,6.0,60.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,Eredivisie,2021_2022
Peter Vindahl Jensen,DEN,GK,AZ Alkmaar,23,1998,32,32,"2,880",32.0,42.0,1.31,129.0,87.0,67.4,17.0,7.0,8.0,4.0,12.5,0.0,0.0,0.0,0.0,,Eredivisie,2021_2022
Timon Wellenreuther,GER,GK,Willem II,25,1995,31,31,"2,790",31.0,52.0,1.68,146.0,96.0,65.8,8.0,5.0,18.0,6.0,19.4,3.0,2.0,0.0,1.0,0.0,Eredivisie,2021_2022
Doğan Alemdar,TUR,GK,Rennes,19,2002,6,4,406,4.5,8.0,1.77,16.0,7.0,56.3,2.0,0.0,2.0,1.0,25.0,2.0,1.0,1.0,0.0,50.0,Ligue_1,2022_2023
Paul Bernardoni,FRA,GK,Angers,25,1997,27,27,"2,430",27.0,62.0,2.3,143.0,84.0,62.2,1.0,5.0,21.0,3.0,11.1,9.0,8.0,0.0,1.0,0.0,Ligue_1,2022_2023
Marco Bizot,NED,GK,Brest,31,1991,37,37,"3,330",37.0,54.0,1.46,176.0,122.0,73.3,11.0,10.0,16.0,8.0,21.6,9.0,7.0,2.0,0.0,22.2,Ligue_1,2022_2023
Rubén Blanco,ESP,GK,Marseille,27,1995,6,6,495,5.5,6.0,1.09,19.0,15.0,68.4,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,Ligue_1,2022_2023
Joaquín Blázquez,ARG,GK,Brest,21,2001,1,1,90,1.0,0.0,0.0,3.0,3.0,100.0,0.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,,Ligue_1,2022_2023
Marcin Bułka,POL,GK,Nice,22,1999,2,2,180,2.0,2.0,1.0,6.0,4.0,66.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Ligue_1,2022_2023
Matis Carvalho,POR,GK,Montpellier,23,1999,2,1,136,1.5,3.0,1.99,8.0,5.0,62.5,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,,Ligue_1,2022_2023
Lucas Chevalier,FRA,GK,Lille,20,2001,32,32,"2,880",32.0,31.0,0.97,105.0,76.0,72.4,16.0,9.0,7.0,10.0,31.3,3.0,2.0,1.0,0.0,33.3,Ligue_1,2022_2023
Benoît Costil,FRA,GK,Auxerre,35,1987,19,19,"1,710",19.0,41.0,2.16,96.0,55.0,60.4,3.0,4.0,12.0,2.0,10.5,3.0,3.0,0.0,0.0,0.0,Ligue_1,2022_2023
Rémy Descamps,FRA,GK,Nantes,26,1996,1,1,90,1.0,1.0,1.0,6.0,5.0,83.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Ligue_1,2022_2023
Mory Diaw,SEN,GK,Clermont Foot,29,1993,37,37,"3,330",37.0,47.0,1.27,161.0,110.0,75.8,17.0,8.0,12.0,10.0,27.0,12.0,8.0,4.0,0.0,33.3,Ligue_1,2022_2023
Yehvann Diouf,FRA,GK,Reims,22,1999,31,31,"2,790",31.0,31.0,1.0,137.0,107.0,78.1,11.0,12.0,8.0,14.0,45.2,1.0,1.0,0.0,0.0,0.0,Ligue_1,2022_2023
Ouparine Djoco,GNB,GK,Clermont Foot,24,1998,1,1,90,1.0,2.0,2.0,3.0,1.0,33.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Ligue_1,2022_2023
Gianluigi Donnarumma,ITA,GK,Paris S-G,23,1999,38,38,"3,409",37.9,40.0,1.06,160.0,120.0,76.3,27.0,4.0,7.0,13.0,34.2,5.0,2.0,1.0,2.0,33.3,Ligue_1,2022_2023
Maxime Dupé,FRA,GK,Toulouse,29,1993,38,38,"3,420",38.0,57.0,1.5,179.0,122.0,70.4,13.0,9.0,16.0,9.0,23.7,7.0,4.0,3.0,0.0,42.9,Ligue_1,2022_2023
Yahia Fofana,CIV,GK,Angers,21,2000,11,11,990,11.0,19.0,1.73,54.0,35.0,66.7,3.0,1.0,7.0,1.0,9.1,2.0,1.0,1.0,0.0,50.0,Ligue_1,2022_2023
Gauthier Gallon,FRA,GK,Troyes,29,1993,30,30,"2,667",29.6,65.0,2.19,177.0,114.0,66.1,3.0,9.0,18.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,Ligue_1,2022_2023
Léo Jardim,BRA,GK,Lille,27,1995,6,6,540,6.0,13.0,2.17,17.0,4.0,35.3,3.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,Ligue_1,2022_2023
Bingourou Kamara,SEN,GK,Montpellier,25,1996,5,4,408,4.5,11.0,2.43,25.0,13.0,60.0,0.0,1.0,3.0,0.0,0.0,3.0,1.0,1.0,1.0,50.0,Ligue_1,2022_2023
Alban Lafont,FRA,GK,Nantes,23,1999,37,37,"3,329",37.0,54.0,1.46,179.0,129.0,74.9,7.0,14.0,16.0,11.0,29.7,9.0,9.0,0.0,0.0,0.0,Ligue_1,2022_2023
Jean-Louis Leca,FRA,GK,Lens,36,1985,1,1,90,1.0,1.0,1.0,4.0,3.0,75.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Ligue_1,2022_2023
Benjamin Lecomte,FRA,GK,Montpellier,31,1991,19,19,"1,710",19.0,22.0,1.16,96.0,72.0,79.2,10.0,3.0,6.0,8.0,42.1,4.0,2.0,2.0,0.0,50.0,Ligue_1,2022_2023
Donovan Léon,GUF,GK,Auxerre,29,1992,2,2,180,2.0,2.0,1.0,11.0,9.0,90.9,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Ligue_1,2022_2023
Benjamin Leroy,FRA,GK,Ajaccio,33,1989,32,32,"2,798",31.1,60.0,1.93,133.0,74.0,60.9,6.0,4.0,22.0,4.0,12.5,9.0,8.0,0.0,1.0,0.0,Ligue_1,2022_2023
Alexandre Letellier,FRA,GK,Paris S-G,31,1990,1,0,11,0.1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,Ligue_1,2022_2023
Mateusz Lis,POL,GK,Troyes,25,1997,9,8,751,8.3,16.0,1.92,51.0,34.0,72.5,1.0,3.0,4.0,1.0,12.5,3.0,2.0,1.0,0.0,33.3,Ligue_1,2022_2023
Anthony Lopes,POR,GK,Lyon,31,1990,32,32,"2,816",31.3,39.0,1.25,131.0,94.0,75.6,16.0,4.0,12.0,7.0,21.9,7.0,7.0,0.0,0.0,0.0,Ligue_1,2022_2023
Pau López,ESP,GK,Marseille,27,1994,33,32,"2,925",32.5,34.0,1.05,123.0,90.0,76.4,21.0,4.0,7.0,10.0,31.3,5.0,5.0,0.0,0.0,0.0,Ligue_1,2022_2023
Steve Mandanda,FRA,GK,Rennes,37,1985,34,34,"3,014",33.5,31.0,0.93,110.0,79.0,73.6,19.0,5.0,10.0,12.0,35.3,3.0,2.0,1.0,0.0,33.3,Ligue_1,2022_2023
Vito Mannone,ITA,GK,Lorient,34,1988,18,17,"1,608",17.9,24.0,1.34,84.0,60.0,72.6,4.0,6.0,7.0,5.0,29.4,1.0,1.0,0.0,0.0,0.0,Ligue_1,2022_2023
Yvon Mvogo,SUI,GK,Lorient,28,1994,21,21,"1,812",20.1,29.0,1.44,98.0,70.0,71.4,11.0,4.0,6.0,3.0,14.3,1.0,1.0,0.0,0.0,0.0,Ligue_1,2022_2023
Alexander Nübel,GER,GK,Monaco,25,1996,38,38,"3,420",38.0,58.0,1.53,195.0,140.0,72.8,19.0,8.0,11.0,9.0,23.7,5.0,5.0,0.0,0.0,0.0,Ligue_1,2022_2023
Jonas Omlin,SUI,GK,Montpellier,28,1994,14,14,"1,166",13.0,26.0,2.01,73.0,48.0,68.5,5.0,1.0,8.0,2.0,14.3,4.0,3.0,1.0,0.0,25.0,Ligue_1,2022_2023
Patrick Pentz,AUT,GK,Reims,25,1997,7,7,630,7.0,14.0,2.0,29.0,16.0,58.6,1.0,3.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,Ligue_1,2022_2023
Ghjuvanni Quilichini,FRA,GK,Ajaccio,19,2002,1,0,82,0.9,0.0,0.0,4.0,4.0,100.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,,Ligue_1,2022_2023
Ionuț Radu,ROU,GK,Auxerre,25,1997,17,17,"1,530",17.0,20.0,1.18,74.0,53.0,73.0,4.0,6.0,7.0,5.0,29.4,2.0,0.0,2.0,0.0,100.0,Ligue_1,2022_2023
Rémy Riou,FRA,GK,Lyon,34,1987,7,6,601,6.7,8.0,1.2,24.0,17.0,83.3,2.0,4.0,0.0,1.0,16.7,4.0,4.0,0.0,0.0,0.0,Ligue_1,2022_2023
Brice Samba,FRA,GK,Lens,28,1994,37,37,"3,330",37.0,28.0,0.76,125.0,98.0,80.0,24.0,9.0,4.0,15.0,40.5,3.0,3.0,0.0,0.0,0.0,Ligue_1,2022_2023
Kasper Schmeichel,DEN,GK,Nice,35,1986,36,36,"3,240",36.0,35.0,0.97,141.0,105.0,77.3,15.0,12.0,9.0,11.0,30.6,5.0,3.0,1.0,1.0,25.0,Ligue_1,2022_2023
Matz Sels,BEL,GK,Strasbourg,30,1992,38,38,"3,420",38.0,59.0,1.55,174.0,115.0,71.8,9.0,13.0,16.0,6.0,15.8,11.0,10.0,0.0,1.0,0.0,Ligue_1,2022_2023
François-Joseph Sollacaro,FRA,GK,Ajaccio,28,1994,6,6,540,6.0,14.0,2.33,24.0,11.0,45.8,1.0,1.0,4.0,1.0,16.7,1.0,1.0,0.0,0.0,0.0,Ligue_1,2022_2023
Rúnar Alex Rúnarsson,ISL,GK,OH Leuven,26,1995,17,17,"1,484",16.5,25.0,1.52,86.0,61.0,72.1,6.0,3.0,8.0,2.0,11.8,1.0,1.0,0.0,0.0,0.0,Belgian_Pro_League,2021_2022
Wouter Biebauw,BEL,GK,Beerschot,37,1984,8,8,719,8.0,18.0,2.25,41.0,23.0,63.4,2.0,1.0,5.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,Belgian_Pro_League,2021_2022
Arnaud Bodart,BEL,GK,Standard Liège,23,1998,25,25,"2,250",25.0,41.0,1.64,112.0,70.0,64.3,6.0,8.0,12.0,4.0,16.0,2.0,1.0,1.0,0.0,50.0,Belgian_Pro_League,2021_2022
Sinan Bolat,TUR,GK,Gent,32,1988,25,25,"2,250",25.0,26.0,1.04,87.0,61.0,75.9,10.0,7.0,8.0,8.0,32.0,6.0,5.0,1.0,0.0,16.7,Belgian_Pro_League,2021_2022
Sammy Bossut,BEL,GK,Zulte Waregem,35,1985,24,24,"2,160",24.0,46.0,1.92,145.0,100.0,70.3,6.0,5.0,13.0,5.0,20.8,4.0,3.0,1.0,0.0,25.0,Belgian_Pro_League,2021_2022
Louis Bostyn,BEL,GK,Zulte Waregem,27,1993,10,10,900,10.0,23.0,2.3,56.0,34.0,66.1,2.0,3.0,5.0,1.0,10.0,4.0,4.0,0.0,0.0,0.0,Belgian_Pro_League,2021_2022
Jean Butez,FRA,GK,Antwerp,26,1995,34,34,"3,060",34.0,38.0,1.12,175.0,138.0,80.0,19.0,6.0,9.0,12.0,35.3,3.0,3.0,0.0,0.0,0.0,Belgian_Pro_League,2021_2022
Gaëtan Coucke,BEL,GK,Mechelen,22,1998,30,30,"2,671",29.7,52.0,1.75,148.0,97.0,66.2,15.0,6.0,9.0,5.0,16.7,3.0,2.0,1.0,0.0,33.3,Belgian_Pro_League,2021_2022
Joris Delle,FRA,GK,Kortrijk,31,1990,1,1,90,1.0,3.0,3.0,4.0,1.0,50.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Belgian_Pro_League,2021_2022
Maxim Deman,BEL,GK,Kortrijk,19,2001,1,1,90,1.0,3.0,3.0,9.0,6.0,66.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Belgian_Pro_League,2021_2022
Thomas Didillon,FRA,GK,Cercle Brugge,25,1995,29,29,"2,610",29.0,36.0,1.24,101.0,66.0,66.3,11.0,6.0,12.0,7.0,24.1,2.0,2.0,0.0,0.0,0.0,Belgian_Pro_League,2021_2022
Guillaume Dietsch,FRA,GK,R.F.C. Seraing,20,2001,33,33,"2,961",32.9,63.0,1.91,169.0,109.0,66.9,8.0,4.0,21.0,5.0,15.2,9.0,7.0,1.0,1.0,12.5,Belgian_Pro_League,2021_2022
Timothy Galje,BEL,GK,R.F.C. Seraing,20,2001,1,1,90,1.0,4.0,4.0,6.0,2.0,66.7,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,Belgian_Pro_League,2021_2022
Laurent Henkinet,BEL,GK,Standard Liège,28,1992,8,8,720,8.0,10.0,1.25,33.0,24.0,69.7,3.0,1.0,4.0,4.0,50.0,0.0,0.0,0.0,0.0,,Belgian_Pro_League,2021_2022
Robin Himmelmann,GER,GK,Eupen,32,1989,14,14,"1,260",14.0,27.0,1.93,76.0,47.0,67.1,4.0,1.0,9.0,2.0,14.3,4.0,2.0,2.0,0.0,50.0,Belgian_Pro_League,2021_2022
Guillaume Hubert,BEL,GK,Oostende,27,1994,26,26,"2,340",26.0,48.0,1.85,134.0,86.0,64.2,8.0,4.0,14.0,5.0,19.2,0.0,0.0,0.0,0.0,,Belgian_Pro_League,2021_2022
Marko Ilić,SRB,GK,Kortrijk,23,1998,32,32,"2,880",32.0,42.0,1.31,144.0,103.0,72.9,9.0,10.0,13.0,8.0,25.0,4.0,3.0,0.0,1.0,0.0,Belgian_Pro_League,2021_2022
Bingourou Kamara,SEN,GK,Charleroi,24,1996,9,8,788,8.8,11.0,1.26,33.0,22.0,66.7,2.0,3.0,3.0,4.0,50.0,0.0,0.0,0.0,0.0,,Belgian_Pro_League,2021_2022
Hervé Koffi,BFA,GK,Charleroi,24,1996,26,26,"2,272",25.2,35.0,1.39,132.0,98.0,75.0,13.0,6.0,7.0,9.0,34.6,4.0,2.0,2.0,0.0,50.0,Belgian_Pro_League,2021_2022
Senne Lammens,BEL,GK,Club Brugge,19,2002,1,1,90,1.0,2.0,2.0,5.0,3.0,60.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Belgian_Pro_League,2021_2022
Antoine Lejoly,BEL,GK,Beerschot,23,1998,4,3,271,3.0,6.0,1.99,21.0,15.0,71.4,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,Belgian_Pro_League,2021_2022
Simon Mignolet,BEL,GK,Club Brugge,33,1988,33,33,"2,970",33.0,35.0,1.06,105.0,71.0,69.5,21.0,8.0,4.0,12.0,36.4,3.0,3.0,0.0,0.0,0.0,Belgian_Pro_League,2021_2022
Anthony Moris,LUX,GK,Union SG,31,1990,33,33,"2,970",33.0,27.0,0.82,99.0,72.0,76.8,23.0,5.0,5.0,15.0,45.5,5.0,4.0,0.0,1.0,0.0,Belgian_Pro_League,2021_2022
Manaf Nurudeen,GHA,GK,Eupen,22,1999,20,20,"1,800",20.0,34.0,1.7,104.0,70.0,72.1,4.0,7.0,9.0,2.0,10.0,7.0,5.0,1.0,1.0,16.7,Belgian_Pro_League,2021_2022
Lucas Pirard,BEL,GK,Union SG,26,1995,1,1,90,1.0,0.0,0.0,1.0,1.0,100.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,,Belgian_Pro_League,2021_2022
Davy Roef,BEL,GK,Gent,27,1994,9,9,810,9.0,4.0,0.44,33.0,29.0,87.9,8.0,1.0,0.0,6.0,66.7,0.0,0.0,0.0,0.0,,Belgian_Pro_League,2021_2022
Rafael Romo,VEN,GK,OH Leuven,31,1990,17,16,"1,486",16.5,33.0,2.0,102.0,70.0,68.6,3.0,8.0,5.0,2.0,12.5,1.0,1.0,0.0,0.0,0.0,Belgian_Pro_League,2021_2022
Alessandro Russo,ITA,GK,Sint-Truiden,20,2001,2,2,180,2.0,2.0,1.0,5.0,3.0,60.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Belgian_Pro_League,2021_2022
Jordy Schelfhout,BEL,GK,Oostende,20,2001,1,1,90,1.0,1.0,1.0,2.0,1.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Belgian_Pro_League,2021_2022
Kjell Scherpen,NED,GK,Oostende,21,2000,7,7,630,7.0,12.0,1.71,26.0,14.0,53.8,1.0,3.0,3.0,2.0,28.6,0.0,0.0,0.0,0.0,,Belgian_Pro_League,2021_2022
Daniel Schmidt,JPN,GK,Sint-Truiden,29,1992,31,31,"2,790",31.0,36.0,1.16,107.0,71.0,69.2,15.0,5.0,11.0,11.0,35.5,4.0,3.0,0.0,1.0,0.0,Belgian_Pro_League,2021_2022
Kenny Steppe,BEL,GK,Sint-Truiden,32,1988,1,1,90,1.0,2.0,2.0,5.0,3.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Belgian_Pro_League,2021_2022
Yannick Thoelen,BEL,GK,Mechelen,31,1990,4,3,297,3.3,4.0,1.21,15.0,11.0,73.3,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,Belgian_Pro_League,2021_2022
Hendrik Van Crombrugge,BEL,GK,Anderlecht,28,1993,34,34,"3,060",34.0,36.0,1.06,118.0,80.0,70.3,18.0,10.0,6.0,10.0,29.4,3.0,1.0,2.0,0.0,66.7,Belgian_Pro_League,2021_2022
Maarten Vandevoordt,BEL,GK,Genk,19,2002,34,34,"3,060",34.0,47.0,1.38,136.0,89.0,68.4,15.0,6.0,13.0,9.0,26.5,4.0,4.0,0.0,0.0,0.0,Belgian_Pro_League,2021_2022
Mike Vanhamel,BEL,GK,Beerschot,31,1989,23,23,"2,070",23.0,47.0,2.04,134.0,88.0,66.4,2.0,3.0,18.0,3.0,13.0,4.0,2.0,1.0,1.0,33.3,Belgian_Pro_League,2021_2022
Warleson,BRA,GK,Cercle Brugge,24,1996,5,5,450,5.0,10.0,2.0,30.0,20.0,66.7,1.0,3.0,1.0,1.0,20.0,0.0,0.0,0.0,0.0,,Belgian_Pro_League,2021_2022
Zlatan Alomerović,GER,GK,Lechia Gdańsk,30,1991,6,6,540,6.0,,,,,,3.0,3.0,0.0,3.0,50.0,0.0,0.0,0.0,0.0,,Ekstraklasa,2021_2022
Zlatan Alomerović,GER,GK,Jagiellonia,30,1991,14,14,"1,260",14.0,,,,,,3.0,7.0,4.0,3.0,21.4,2.0,2.0,0.0,0.0,0.0,Ekstraklasa,2021_2022
Filip Bednarek,POL,GK,Lech Poznań,28,1992,20,18,"1,722",19.1,,,,,,10.0,4.0,4.0,9.0,50.0,2.0,2.0,0.0,0.0,0.0,Ekstraklasa,2021_2022
Mikołaj Biegański,POL,GK,Wisła Kraków,19,2002,19,19,"1,710",19.0,,,,,,3.0,5.0,11.0,4.0,21.1,4.0,4.0,0.0,0.0,0.0,Ekstraklasa,2021_2022
Daniel Bielica,POL,GK,Górnik Zabrze,22,1999,14,14,"1,260",14.0,,,,,,5.0,3.0,6.0,2.0,14.3,5.0,4.0,1.0,0.0,20.0,Ekstraklasa,2021_2022
Kacper Bieszczad,POL,GK,Zagłębie Lubin,18,2002,10,10,900,10.0,,,,,,5.0,3.0,2.0,4.0,40.0,1.0,1.0,0.0,0.0,0.0,Ekstraklasa,2021_2022
Artur Boruc,POL,GK,Legia Warsaw,41,1980,11,11,971,10.8,,,,,,5.0,0.0,6.0,3.0,27.3,2.0,2.0,0.0,0.0,0.0,Ekstraklasa,2021_2022
Michał Buchalik,POL,GK,Lechia Gdańsk,32,1989,1,1,90,1.0,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Ekstraklasa,2021_2022
Łukasz Budziłek,POL,GK,Bruk-Bet Termalica Nieciecza,30,1991,3,3,270,3.0,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Ekstraklasa,2021_2022
Jasmin Burić,BIH,GK,Zagłębie Lubin,34,1987,1,1,90,1.0,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Ekstraklasa,2021_2022
Mickey van der Hart,NED,GK,Lech Poznań,27,1994,16,16,"1,338",14.9,,,,,,12.0,4.0,0.0,7.0,43.8,4.0,4.0,0.0,0.0,0.0,Ekstraklasa,2021_2022
Xavier Dziekonski,POL,GK,Jagiellonia,17,2003,10,10,900,10.0,,,,,,2.0,4.0,4.0,2.0,20.0,2.0,2.0,0.0,0.0,0.0,Ekstraklasa,2021_2022
Michał Gliwa,POL,GK,Stal Mielec,33,1988,3,3,270,3.0,,,,,,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,Ekstraklasa,2021_2022
Maciej Gostomski,POL,GK,Górnik Łęczna,32,1988,32,32,"2,880",32.0,,,,,,6.0,9.0,17.0,6.0,18.8,3.0,2.0,0.0,1.0,0.0,Ekstraklasa,2021_2022
Bartłomiej Gradecki,POL,GK,Wisła Płock,21,1999,3,3,270,3.0,,,,,,1.0,0.0,2.0,1.0,33.3,0.0,0.0,0.0,0.0,,Ekstraklasa,2021_2022
Jędrzej Grobelny,POL,GK,Warta Poznań,20,2001,9,9,810,9.0,,,,,,5.0,0.0,4.0,4.0,44.4,2.0,1.0,0.0,1.0,0.0,Ekstraklasa,2021_2022
Lukáš Hroššo,SVK,GK,Cracovia,34,1987,20,20,"1,800",20.0,,,,,,8.0,7.0,5.0,5.0,25.0,4.0,4.0,0.0,0.0,0.0,Ekstraklasa,2021_2022
Dominik Hładun,POL,GK,Zagłębie Lubin,25,1995,23,23,"2,070",23.0,,,,,,6.0,2.0,15.0,4.0,17.4,6.0,4.0,2.0,0.0,33.3,Ekstraklasa,2021_2022
Krzysztof Kamiński,POL,GK,Wisła Płock,30,1990,29,29,"2,610",29.0,,,,,,14.0,3.0,12.0,8.0,27.6,5.0,3.0,2.0,0.0,40.0,Ekstraklasa,2021_2022
Paweł Kieszek,POL,GK,Wisła Kraków,37,1984,14,14,"1,260",14.0,,,,,,3.0,5.0,6.0,3.0,21.4,2.0,2.0,0.0,0.0,0.0,Ekstraklasa,2021_2022
Mateusz Kochalski,POL,GK,Radomiak Radom,21,2000,1,1,90,1.0,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Ekstraklasa,2021_2022
Adrian Kostrzewski,POL,GK,Górnik Łęczna,22,1998,2,2,180,2.0,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Ekstraklasa,2021_2022
Vladen Kovačević,BIH,GK,RKS Raków,23,1998,27,27,"2,430",27.0,,,,,,15.0,7.0,5.0,11.0,40.7,3.0,2.0,1.0,0.0,33.3,Ekstraklasa,2021_2022
Dušan Kuciak,SVK,GK,Lechia Gdańsk,36,1985,27,27,"2,430",27.0,,,,,,13.0,6.0,8.0,9.0,33.3,7.0,6.0,1.0,0.0,14.3,Ekstraklasa,2021_2022
Adrian Lis,POL,GK,Warta Poznań,29,1992,25,25,"2,250",25.0,,,,,,6.0,9.0,10.0,6.0,24.0,3.0,2.0,1.0,0.0,33.3,Ekstraklasa,2021_2022
Mateusz Lis,POL,GK,Wisła Kraków,24,1997,1,1,90,1.0,,,,,,1.0,0.0,0.0,1.0,100.0,1.0,0.0,0.0,1.0,,Ekstraklasa,2021_2022
Tomasz Loska,POL,GK,Bruk-Bet Termalica Nieciecza,25,1996,22,22,"1,980",22.0,,,,,,4.0,7.0,11.0,3.0,13.6,6.0,4.0,2.0,0.0,33.3,Ekstraklasa,2021_2022
Filip Majchrowicz,POL,GK,Radomiak Radom,21,2000,33,33,"2,970",33.0,,,,,,11.0,15.0,7.0,9.0,27.3,4.0,2.0,1.0,1.0,33.3,Ekstraklasa,2021_2022
Cezary Miszta,POL,GK,Legia Warsaw,19,2001,15,14,"1,277",14.2,,,,,,6.0,3.0,5.0,4.0,28.6,4.0,3.0,0.0,1.0,0.0,Ekstraklasa,2021_2022
Bartosz Mrozek,POL,GK,Stal Mielec,21,2000,2,2,180,2.0,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Ekstraklasa,2021_2022
Karol Niemczycki,POL,GK,Cracovia,22,1999,14,14,"1,260",14.0,,,,,,4.0,3.0,7.0,5.0,35.7,0.0,0.0,0.0,0.0,,Ekstraklasa,2021_2022
Paviel Paŭlučenka,BLR,GK,Bruk-Bet Termalica Nieciecza,23,1998,9,9,810,9.0,,,,,,2.0,3.0,4.0,2.0,22.2,3.0,2.0,1.0,0.0,33.3,Ekstraklasa,2021_2022
František Plach,SVK,GK,Piast Gliwice,29,1992,33,33,"2,970",33.0,,,,,,15.0,8.0,10.0,11.0,33.3,6.0,4.0,0.0,2.0,0.0,Ekstraklasa,2021_2022
Damian Primel,POL,GK,Stal Mielec,29,1992,3,3,270,3.0,,,,,,0.0,1.0,2.0,0.0,0.0,3.0,2.0,1.0,0.0,33.3,Ekstraklasa,2021_2022
Matúš Putnocký,SVK,GK,Śląsk Wrocław,36,1984,9,9,810,9.0,,,,,,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,Ekstraklasa,2021_2022
Grzegorz Sandomierski,POL,GK,Górnik Zabrze,31,1989,20,20,"1,800",20.0,,,,,,8.0,5.0,7.0,4.0,20.0,5.0,5.0,0.0,0.0,0.0,Ekstraklasa,2021_2022
Pāvels Šteinbors,LVA,GK,Jagiellonia,35,1985,10,10,900,10.0,,,,,,4.0,2.0,4.0,2.0,20.0,2.0,2.0,0.0,0.0,0.0,Ekstraklasa,2021_2022
Dante Stipica,CRO,GK,Pogoń Szczecin,30,1991,34,34,"3,060",34.0,,,,,,18.0,11.0,5.0,10.0,29.4,4.0,3.0,1.0,0.0,25.0,Ekstraklasa,2021_2022
Rafał Strączek,POL,GK,Stal Mielec,22,1999,26,26,"2,340",26.0,,,,,,9.0,7.0,10.0,6.0,23.1,4.0,2.0,2.0,0.0,50.0,Ekstraklasa,2021_2022
Richard Strebinger,AUT,GK,Legia Warsaw,28,1993,5,5,450,5.0,,,,,,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,Ekstraklasa,2021_2022
Michał Szromnik,POL,GK,Śląsk Wrocław,28,1993,25,25,"2,250",25.0,,,,,,5.0,11.0,9.0,5.0,20.0,2.0,0.0,1.0,1.0,100.0,Ekstraklasa,2021_2022
Karol Szymański,POL,GK,Piast Gliwice,28,1993,1,1,90,1.0,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Ekstraklasa,2021_2022
Kacper Tobiasz,POL,GK,Legia Warsaw,18,2002,4,4,360,4.0,,,,,,1.0,0.0,3.0,1.0,25.0,1.0,0.0,1.0,0.0,100.0,Ekstraklasa,2021_2022
Kacper Trelowski,POL,GK,RKS Raków,17,2003,7,7,630,7.0,,,,,,5.0,2.0,0.0,3.0,42.9,0.0,0.0,0.0,0.0,,Ekstraklasa,2021_2022
Damian Węglarz,POL,GK,Wisła Płock,25,1996,2,2,180,2.0,,,,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,Ekstraklasa,2021_2022
Doğan Alemdar,TUR,GK,Rennes,18,2002,12,12,"1,080",12.0,13.0,1.08,36.0,22.0,66.7,6.0,1.0,5.0,4.0,33.3,2.0,1.0,1.0,0.0,50.0,Ligue_1,2021_2022
