Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,npxG + xAG/90,Matches
Stefan Skrbo,at AUT,FW,WSG Tirol,21,2001,9,2,289,3.2,0,2,2,0,0,0,1,0,0.00,0.62,0.62,0.00,0.62,Matches
David Skubl,at AUT,GK,Wolfsberger AC,20,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Oumar Solet,fr FRA,DF,RB Salzburg,22,2000,25,25,"2,180",24.2,1,1,2,1,0,0,4,0,0.04,0.04,0.08,0.04,0.08,Matches
Michael Sollbauer,at AUT,DF,Rapid Wien,32,1990,24,24,"2,094",23.3,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches
Mario Sonnleitner,at AUT,DF,Hartberg,35,1986,20,19,"1,609",17.9,0,1,1,0,0,0,1,0,0.00,0.06,0.06,0.00,0.06,Matches
Sebastian Soto,us USA,FW,SK Austria Klagenfurt,22,2000,11,6,562,6.2,1,0,1,1,0,0,0,0,0.16,0.00,0.16,0.16,0.16,Matches
Jan Stefanon,at AUT,FW,SC Austria Lustenau,23,1999,2,0,29,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Michael Steinwender,at AUT,DF,Hartberg,22,2000,22,18,"1,601",17.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Filip Stojković,me MNE,DF,LASK,29,1993,28,28,"2,469",27.4,1,2,3,1,0,0,8,1,0.04,0.07,0.11,0.04,0.11,Matches
Nikola Stošić,rs SRB,MF,Ried,22,2000,4,1,114,1.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Simon Straudi,it ITA,"FW,MF",SK Austria Klagenfurt,23,1999,12,8,719,8.0,0,1,1,0,0,0,2,0,0.00,0.13,0.13,0.00,0.13,Matches
Felix Strauß,at AUT,DF,SCR Altach,21,2001,21,19,"1,647",18.3,0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches
Oliver Strunz,at AUT,"MF,FW",Rapid Wien,22,2000,14,7,615,6.8,4,0,4,4,0,0,3,0,0.59,0.00,0.59,0.59,0.59,Matches
Dominik Stumberger,at AUT,DF,WSG Tirol,23,1999,19,16,"1,403",15.6,1,1,2,1,0,0,3,0,0.06,0.06,0.13,0.06,0.13,Matches
Philipp Sturm,at AUT,MF,Hartberg,23,1999,4,1,81,0.9,0,1,1,0,0,0,1,0,0.00,1.11,1.11,0.00,1.11,Matches
Luka Sučić,hr CRO,"FW,MF",RB Salzburg,19,2002,15,13,"1,106",12.3,0,4,4,0,0,0,4,0,0.00,0.33,0.33,0.00,0.33,Matches
Lukas Sulzbacher,at AUT,"MF,DF",WSG Tirol,22,2000,26,25,"2,258",25.1,1,4,5,1,0,0,7,0,0.04,0.16,0.20,0.04,0.20,Matches
