Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,npxG + xAG/90,Matches
Efkan Bekiroglu,,MF,Alanyaspor,26,1995,25,17,"1,423",15.8,4,1,5,4,0,0,2,0,0.25,0.06,0.32,0.25,0.32,Matches
Younès Belhanda,ma MAR,"FW,MF",Adana Demirspor,32,1990,30,27,"2,271",25.2,12,7,19,9,3,5,5,2,0.48,0.28,0.75,0.36,0.63,Matches
Mortadha Ben Ouannes,tn TUN,"DF,MF",Kasımpaşa,28,1994,29,27,"2,386",26.5,4,4,8,4,0,0,9,1,0.15,0.15,0.30,0.15,0.30,Matches
Oğuzhan Berber,tr TUR,"DF,MF",İstanbulspor,30,1992,18,14,"1,139",12.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Giorgi Beridze,ge GEO,MF,Ankaragücü,25,1997,29,20,"1,670",18.6,4,2,6,4,0,0,0,0,0.22,0.11,0.32,0.22,0.32,Matches
Rahmetullah Berişbek,tr TUR,MF,Giresunspor,23,1999,18,0,260,2.9,1,0,1,1,0,0,1,0,0.35,0.00,0.35,0.35,0.35,Matches
Mergim Berisha,de GER,FW,Fenerbahçe,24,1998,1,0,17,0.2,1,0,1,1,0,0,1,0,5.29,0.00,5.29,5.29,5.29,Matches
Andrea Bertolacci,it ITA,MF,Kayserispor,31,1991,7,3,245,2.7,1,0,1,1,0,0,1,0,0.37,0.00,0.37,0.37,0.37,Matches
Andrea Bertolacci,it ITA,MF,Fatih Karagümrük,31,1991,14,11,830,9.2,0,3,3,0,0,0,5,0,0.00,0.33,0.33,0.00,0.33,Matches
Adel Bettaieb,tn TUN,FW,Ümraniyespor,25,1997,21,7,723,8.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Lucas Biglia,ar ARG,MF,Başakşehir,36,1986,25,18,"1,638",18.2,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches
Hayrullah Bilazer,,DF,Giresunspor,27,1995,31,31,"2,738",30.4,0,2,2,0,0,0,7,0,0.00,0.07,0.07,0.00,0.07,Matches

Emre Bilgin,tr TUR,GK,Beşiktaş,18,2004,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Tayfur Bingöl,tr TUR,MF,Alanyaspor,29,1993,4,1,135,1.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Tayfur Bingöl,tr TUR,"MF,DF",Beşiktaş,29,1993,26,6,957,10.6,2,2,4,2,0,0,1,0,0.19,0.19,0.38,0.19,0.38,Matches
Mame Biram Diouf,sn SEN,FW,Konyaspor,34,1987,28,17,"1,644",18.3,9,1,10,8,1,1,2,1,0.49,0.05,0.55,0.44,0.49,Matches
Davide Biraschi,it ITA,DF,Fatih Karagümrük,28,1994,29,28,"2,474",27.5,2,0,2,2,0,0,5,1,0.07,0.00,0.07,0.07,0.07,Matches
Birkir Bjarnason,is ISL,"MF,FW",Adana Demirspor,34,1988,9,2,221,2.5,0,2,2,0,0,0,0,0,0.00,0.81,0.81,0.00,0.81,Matches
Sacha Boey,fr FRA,DF,Galatasaray,21,2000,31,31,"2,711",30.1,1,4,5,1,0,0,8,1,0.03,0.13,0.17,0.03,0.17,Matches
Ruud Boffin,be BEL,GK,Antalyaspor,34,1987,7,7,630,7.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Fabio Borini,it ITA,"FW,MF",Fatih Karagümrük,31,1991,30,29,"2,367",26.3,20,8,28,14,6,6,6,0,0.76,0.30,1.06,0.53,0.84,Matches
Arif Boşluk,,"MF,DF",Trabzonspor,19,2003,6,3,287,3.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Andreas Bouchalakis,gr GRE,MF,Konyaspor,29,1993,12,11,727,8.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
Mehdi Boudjemaa,dz ALG,MF,Hatayspor,24,1998,19,14,"1,082",12.0,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
Tyler Boyd,us USA,"FW,MF",Beşiktaş,27,1994,1,0,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Umut Bozok,tr TUR,FW,Trabzonspor,25,1996,27,11,"1,142",12.7,8,1,9,8,0,0,3,0,0.63,0.08,0.71,0.63,0.71,Matches
Bruma,pt POR,"FW,MF",Fenerbahçe,27,1994,1,0,28,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Jeffrey Bruma,nl NED,DF,Kasımpaşa,30,1991,10,8,726,8.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Onur Bulut,tr TUR,DF,Beşiktaş,28,1994,8,6,586,6.5,0,1,1,0,0,0,1,0,0.00,0.15,0.15,0.00,0.15,Matches
Onur Bulut,tr TUR,DF,Kayserispor,28,1994,21,21,"1,890",21.0,3,3,6,3,0,0,1,0,0.14,0.14,0.29,0.14,0.29,Matches
Zymer Bytyqi,no NOR,MF,Konyaspor,25,1996,19,18,"1,485",16.5,0,1,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,Matches
Torgeir Børven,no NOR,FW,Gaziantep FK,30,1991,1,0,18,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Musa Çağıran,tr TUR,MF,Hatayspor,29,1992,12,5,403,4.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
Oğulcan Çağlayan,tr TUR,"FW,MF",Giresunspor,26,1996,8,0,177,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Júnior Caiçara,br BRA,DF,Başakşehir,33,1989,12,6,635,7.1,0,1,1,0,0,0,2,0,0.00,0.14,0.14,0.00,0.14,Matches
Jordy Caicedo,ec ECU,FW,Sivasspor,24,1997,14,5,476,5.3,3,1,4,3,0,0,0,0,0.57,0.19,0.76,0.57,0.76,Matches
Aldin Čajić,ba BIH,MF,İstanbulspor,29,1992,8,0,123,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches

Uğurcan Çakır,tr TUR,GK,Trabzonspor,26,1996,31,31,"2,760",30.7,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
Francisco Calvo,cr CRC,DF,Konyaspor,30,1992,31,31,"2,768",30.8,3,0,3,3,0,0,12,0,0.10,0.00,0.10,0.10,0.10,Matches
Samba Camara,ml MLI,DF,Sivasspor,29,1992,11,6,521,5.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Gustavo Campanharo,br BRA,MF,Kayserispor,30,1992,24,21,"1,701",18.9,0,1,1,0,0,0,1,0,0.00,0.05,0.05,0.00,0.05,Matches
Jorman Campuzano,co COL,MF,Giresunspor,26,1996,27,25,"2,105",23.4,2,0,2,2,0,0,6,0,0.09,0.00,0.09,0.09,0.09,Matches
Erol Can Akdağ,,MF,Giresunspor,25,1996,4,0,66,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
İrfan Can Eğribayat,tr TUR,GK,Fenerbahçe,24,1998,8,8,720,8.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
Faruk Can Genç,,DF,Giresunspor,22,2000,13,5,620,6.9,1,1,2,1,0,0,3,0,0.15,0.15,0.29,0.15,0.29,Matches
Mert Can,,DF,Ankaragücü,17,2005,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Daniel Candeias,pt POR,"MF,FW",Alanyaspor,34,1988,27,17,"1,562",17.4,1,3,4,0,1,2,5,0,0.06,0.17,0.23,0.00,0.17,Matches
Atakan Çankaya,tr TUR,DF,Ankaragücü,24,1998,20,15,"1,337",14.9,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
Erdem Canpolat,de GER,GK,Kasımpaşa,21,2001,10,9,811,9.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Miguel Filipe Nunes Cardoso,pt POR,"MF,FW",Kayserispor,28,1994,31,28,"2,333",25.9,7,6,13,7,0,0,8,0,0.27,0.23,0.50,0.27,0.50,Matches
Lionel Carole,fr FRA,DF,Kayserispor,31,1991,23,23,"2,002",22.2,0,1,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04,Matches
Steven Caulker,sl SLE,DF,Fatih Karagümrük,30,1991,6,4,382,4.2,1,0,1,1,0,0,0,0,0.24,0.00,0.24,0.24,0.24,Matches
Ivan Cavaleiro,pt POR,"MF,FW",Alanyaspor,28,1993,22,12,"1,082",12.0,2,5,7,2,0,0,2,0,0.17,0.42,0.58,0.17,0.58,Matches
Endri Çekiçi,al ALB,MF,Konyaspor,25,1996,20,13,"1,101",12.2,2,0,2,2,0,0,3,0,0.16,0.00,0.16,0.16,0.16,Matches
Batuhan Çelik,tr TUR,FW,Başakşehir,17,2005,3,0,33,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Bersant Celina,xk KVX,MF,Kasımpaşa,25,1996,18,12,984,10.9,1,1,2,1,0,0,1,0,0.09,0.09,0.18,0.09,0.18,Matches
Murat Cem Akpınar,tr TUR,MF,Giresunspor,23,1999,30,7,808,9.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
Muzaffer Cem Kablan,,GK,Fatih Karagümrük,22,2000,1,0,5,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Sahverdi Cetin,de GER,MF,Ankaragücü,21,2000,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Erdem Çetinkaya,tr TUR,FW,Kasımpaşa,21,2001,2,0,33,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
